playerName,seasonStartYear,inflationAdjSalary,MP,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,target
Dominique Wilkins,1997,834,23,4,11,0,2,3,4,2,3,5,1,0,0,1,1,14,6
Thomas Hamilton,1999,833,11,1,3,0,0,0,1,1,2,4,0,0,0,1,1,3,6
Willie Anderson,1999,833,10,1,2,0,0,0,0,0,1,1,1,0,0,0,1,3,6
Anthony Avent,1999,833,7,0,2,0,0,0,0,0,1,1,0,0,0,0,1,1,6
Jermaine Jackson,2001,828,9,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,6
Von Wafer,2007,826,11,1,4,0,1,0,1,0,0,1,0,0,0,0,0,5,6
Lonny Baxter,2003,821,11,1,3,0,0,0,1,1,1,2,0,0,0,0,2,3,6
Oliver Miller,1999,819,17,2,3,0,0,0,1,1,2,4,1,0,1,1,2,4,6
Henry Walker,2010,817,16,2,4,1,2,0,0,0,1,2,0,0,0,0,2,5,6
Ronald Dupree,2006,815,10,1,3,0,0,0,1,0,1,2,0,0,0,0,1,3,6
Pape Sow,2005,815,11,1,2,0,0,0,1,1,1,2,0,0,0,0,2,2,6
Jamison Brewer,2002,814,8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,6
Shake Milton,2018,808,18,2,6,1,3,0,1,0,1,2,2,0,0,0,2,8,6
Theo Pinson,2018,808,10,1,4,0,2,0,0,0,1,1,1,0,0,0,0,3,6
Wenyen Gabriel,2018,807,7,0,1,0,0,0,0,0,1,1,0,0,0,0,1,2,6
Doug Overton,1998,807,12,1,3,0,0,0,0,0,0,1,1,0,0,0,1,3,6
Chasson Randle,2017,803,13,1,4,0,2,1,1,0,0,1,1,0,0,0,1,5,6
Jamaal Franklin,2013,803,6,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6
Stephen Graham,2007,799,11,1,3,0,0,0,0,0,1,1,0,0,0,0,1,4,6
Lionel Chalmers,2004,798,11,1,3,0,1,0,0,0,0,0,1,0,0,0,0,3,6
Chris Hunter,2009,796,12,1,3,0,0,0,1,0,1,2,0,0,0,0,2,4,6
Jeff Adrien,2012,796,13,1,3,0,0,1,1,1,2,4,0,0,0,0,1,4,6
Jabari Smith,2002,796,8,1,2,0,0,0,1,0,1,1,0,0,0,0,1,2,6
Duncan Robinson,2018,793,26,3,8,3,7,0,1,0,2,2,1,0,0,0,2,11,6
Fred Vinson,1999,792,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Amal McCaskill,2000,792,7,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,6
Juwan Morgan,2019,791,7,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,6
Andre Owens,2006,786,10,1,3,0,1,0,0,0,0,1,1,0,0,0,1,3,6
Tamar Slay,2003,785,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,6
Alex Caruso,2017,785,18,2,4,0,1,1,1,0,1,2,2,0,0,1,1,5,6
Thanasis Antetokounmpo,2017,784,5,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,6
Shawnelle Scott,1998,783,5,0,1,0,0,0,0,0,1,2,0,0,0,0,1,1,6
Josh Selby,2011,782,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,6
Damion James,2011,780,15,1,3,0,0,0,1,0,2,3,0,0,0,0,1,3,6
Bobby Jones,2006,780,9,1,2,0,0,0,1,0,1,1,0,0,0,0,1,3,6
Marcus Georges-Hunt,2016,778,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Jeremy Tyler,2012,777,9,1,3,0,0,0,1,0,1,2,0,0,0,0,1,3,6
Kendrick Nunn,2018,776,26,5,12,1,5,1,1,0,2,2,2,0,0,1,2,13,6
Andre Barrett,2005,774,11,1,3,0,1,0,0,0,0,1,2,0,0,0,1,3,6
Cheikh Samb,2007,773,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,6
Donald Sloan,2013,772,16,2,4,0,1,0,1,0,1,2,2,0,0,1,0,5,6
Jelani McCoy,2001,772,14,1,3,0,0,0,1,1,2,3,0,0,0,0,2,4,6
JaKarr Sampson,2016,771,15,2,4,0,1,0,1,0,2,2,0,0,0,0,1,5,6
Cleanthony Early,2014,770,13,1,4,0,1,0,0,0,1,2,0,0,0,0,1,4,6
Tyrone Wallace,2017,770,14,2,4,0,0,0,1,0,1,2,1,0,0,0,1,5,6
Russ Smith,2014,770,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Shayne Whittington,2014,770,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,6
Jabari Bird,2017,770,8,1,2,0,0,0,1,0,1,1,0,0,0,0,0,3,6
Antonio Blakeney,2017,770,14,2,7,0,1,1,1,0,1,1,0,0,0,0,0,7,6
Cameron Bairstow,2014,770,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,6
Daniel Hamilton,2017,770,8,1,2,0,1,0,0,0,1,2,1,0,0,0,0,2,6
Tierre Brown,2002,769,11,1,3,0,0,0,0,0,0,1,1,0,0,1,0,3,6
Jeremy Richardson,2007,766,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Juaquin Hawkins,2005,765,11,0,2,0,0,0,0,0,1,1,0,0,0,0,0,2,6
Peter John Ramos,2005,765,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Willie Reed,2015,765,11,2,3,0,0,0,1,1,2,3,0,0,0,0,1,4,6
Leon Smith,2000,762,6,0,1,0,0,0,1,0,1,2,0,0,0,0,0,2,6
Daniel Ewing,2005,759,12,1,3,0,0,0,0,0,0,1,1,0,0,0,1,3,6
Reggie Slater,1999,758,13,2,4,0,0,1,2,1,1,3,0,0,0,0,2,5,6
Ruben Boumtje-Boumtje,2002,754,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6
Malcolm Miller,2018,754,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
Chris Boucher,2018,754,9,1,3,0,1,1,1,1,2,3,0,0,0,0,1,5,6
Armon Johnson,2010,753,7,1,2,0,0,0,0,0,0,1,1,0,0,0,0,3,6
Semih Erden,2010,753,12,1,2,0,0,0,1,0,1,2,0,0,0,0,2,3,6
Jackson Vroman,2004,752,12,1,3,0,0,0,1,1,1,3,0,0,0,0,2,3,6
Donta Smith,2004,752,8,0,2,0,0,0,0,0,0,1,0,0,0,0,1,2,6
Obinna Ekezie,2000,751,10,1,2,0,0,1,1,1,1,2,0,0,0,0,1,3,6
Nick Calathes,2013,750,15,1,4,0,0,0,0,0,1,1,2,1,0,1,1,4,6
Jerome Jordan,2012,750,7,1,1,0,0,0,0,1,1,2,0,0,0,0,1,2,6
Dan Langhi,2001,747,8,1,3,0,0,0,0,0,1,1,0,0,0,0,0,2,6
Okaro White,2017,746,12,0,2,0,1,0,0,0,1,2,0,0,0,0,1,2,6
Gary Clark,2018,744,13,1,3,0,2,0,0,0,1,2,0,0,0,0,1,3,6
Chris Taft,2005,740,8,1,2,0,0,0,0,1,1,2,0,0,0,0,1,2,6
Tornike Shengelia,2012,739,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Nathan Jawai,2008,738,9,1,2,0,0,0,0,1,1,2,0,0,0,0,1,2,6
Greg Anderson,1996,737,14,1,2,0,0,0,1,1,2,4,0,0,0,0,2,3,6
Justin Williams,2006,737,8,1,2,0,0,0,1,1,1,3,0,0,0,0,1,3,6
Trey Thompkins,2011,736,4,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,6
Cory Higgins,2011,736,9,1,4,0,0,0,1,0,0,0,0,0,0,0,1,3,6
Charles Jenkins,2011,736,11,1,3,0,0,0,0,0,0,0,1,0,0,0,0,3,6
Craig Ehlo,1997,732,13,1,4,0,1,0,0,0,1,1,1,0,0,0,1,3,6
Joel Bolomboy,2016,730,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,6
Jeff Trepagnier,2002,726,8,1,3,0,0,0,0,0,0,1,0,0,0,0,0,2,6
Eric Washington,1998,725,21,2,6,0,2,0,1,0,1,2,1,0,0,1,2,6,6
Ray McCallum,2014,725,17,2,5,0,1,0,0,0,1,1,2,0,0,0,1,5,6
Demetrius Jackson,2017,724,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6
James Augustine,2006,724,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,6
Marcus Vinicius,2006,724,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Antonio Burks,2004,724,9,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,6
Alexander Johnson,2006,724,12,1,2,0,0,1,1,0,1,2,0,0,0,0,2,4,6
David Noel,2006,724,11,0,2,0,0,0,0,0,1,1,0,0,0,0,1,2,6
Bracey Wright,2005,723,11,1,4,0,1,1,1,0,1,1,0,0,0,0,0,4,6
Rawle Marshall,2005,723,9,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,6
Donell Taylor,2005,723,7,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,6
Esteban Batista,2005,723,7,0,1,0,0,0,0,0,1,2,0,0,0,0,1,1,6
Lawrence Roberts,2005,723,12,1,2,0,0,1,1,1,2,3,0,0,0,0,1,3,6
Sheldon Mac,2017,721,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,6
Greg Smith,2013,719,11,1,2,0,0,0,1,1,2,3,0,0,0,0,1,3,6
Alton Ford,2002,716,6,0,1,0,0,0,0,0,1,1,0,0,0,0,1,2,6
Chris Douglas-Roberts,2011,715,19,2,5,0,1,1,1,0,1,2,1,0,0,0,1,7,6
Jerome Beasley,2003,715,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Alex Garcia,2003,715,15,1,5,0,1,0,0,0,0,1,1,0,0,0,1,4,6
Brandon Hunter,2003,715,8,1,2,0,0,0,1,1,1,2,0,0,0,0,1,3,6
Theron Smith,2003,715,12,1,3,0,0,0,0,0,1,2,0,0,0,0,1,2,6
Eddie Gill,2006,713,10,0,2,0,1,0,0,0,0,1,1,0,0,0,1,3,6
Zendon Hamilton,2002,709,11,1,2,0,0,1,2,1,2,3,0,0,0,0,1,4,6
John Coker,1998,708,6,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6
Harold Jamison,2000,704,6,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,6
Juan Carlos Navarro,2007,701,25,3,9,1,5,1,1,0,2,2,2,0,0,1,1,10,6
Lavor Postell,2001,699,6,0,2,0,0,1,1,0,0,0,0,0,0,0,0,3,6
Dakari Johnson,2017,699,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,6
Olumide Oyedeji,2001,699,5,0,1,0,0,0,0,0,1,2,0,0,0,0,1,1,6
Diante Garrett,2012,698,12,1,3,0,1,0,0,0,1,1,1,0,0,1,0,3,6
Chris Johnson,2011,697,12,1,3,0,1,0,0,0,1,1,0,0,0,0,1,3,6
Junior Harrington,2004,682,21,2,5,0,0,0,1,0,2,2,3,0,0,1,2,5,6
Antonio Harvey,1999,681,6,0,1,0,0,0,0,0,1,1,0,0,0,0,1,2,6
Malik Hairston,2008,681,7,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,6
Robert Archibald,2002,680,6,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,6
Toby Bailey,1998,676,8,1,2,0,0,0,1,0,0,1,0,0,0,0,1,3,6
Ed Pinckney,1997,676,9,0,1,0,0,0,0,0,1,2,0,0,0,0,1,2,6
Josh Harrellson,2012,674,11,1,3,0,1,0,0,1,1,2,0,0,0,0,1,3,6
Phil Pressey,2014,673,13,1,3,0,1,0,0,0,1,1,2,0,0,1,1,3,6
Michael Hawkins,1999,670,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,6
Gerard King,1999,667,13,1,3,0,0,0,0,0,2,2,0,0,0,0,1,4,6
Mario West,2008,667,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Andrew Gaze,1998,667,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Linton Johnson,2005,665,13,1,3,0,0,0,0,1,2,3,0,0,0,0,1,3,6
Alton Lister,1996,664,8,0,1,0,0,0,0,1,1,2,0,0,0,0,1,1,6
Dexter Pittman,2011,661,6,0,2,0,0,0,0,0,0,1,0,0,0,0,1,2,6
Samardo Samuels,2011,650,15,2,4,0,0,1,2,1,2,3,0,0,0,1,2,5,6
Jordan McRae,2017,649,13,2,5,0,1,1,1,0,1,1,1,0,0,0,1,6,6
Awvee Storey,2005,648,6,0,2,0,0,0,0,0,0,1,0,0,0,0,1,2,6
Jack Haley,1998,647,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,6
Tyus Edney,1997,644,14,1,4,0,0,2,2,0,0,1,2,0,0,1,1,5,6
Michael Gbinije,2016,643,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Etdrick Bohannon,1998,643,5,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,6
Kenny Satterfield,2001,640,13,1,5,0,0,0,0,0,0,1,2,0,0,1,1,4,6
Anthony Roberson,2006,635,8,1,3,0,2,0,0,0,0,0,0,0,0,0,0,4,6
Rodney Buford,2001,635,16,2,6,0,1,0,0,0,1,2,0,0,0,0,1,5,6
Andrae Patterson,1999,631,6,1,2,0,0,0,0,0,0,1,0,0,0,0,1,2,6
LaSalle Thompson,1997,631,4,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,6
Byron Scott,1997,631,17,2,4,0,2,1,1,0,1,1,1,0,0,0,1,6,6
Dwayne Jones,2006,627,6,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,6
Willie Warren,2010,623,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,6
Mike Taylor,2008,620,14,2,5,0,0,1,1,0,1,1,2,0,0,1,1,5,6
Rayjon Tucker,2019,613,7,1,2,0,0,0,1,0,0,0,0,0,0,0,0,3,6
Kay Felder,2016,612,8,1,3,0,0,0,1,0,0,1,1,0,0,0,0,3,6
Anthony Brown,2016,612,18,1,4,0,2,0,0,0,2,2,0,0,0,0,1,3,6
Kyle Wiltjer,2016,612,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6
James Michael McAdoo,2015,612,6,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,6
Semaj Christon,2016,612,14,1,3,0,1,0,0,0,1,1,2,0,0,0,1,2,6
Tremaine Fowlkes,2003,610,11,1,2,0,0,0,1,0,1,2,0,0,0,0,1,2,6
Tarence Kinsey,2007,609,10,1,3,0,0,1,1,0,0,1,0,0,0,0,0,4,6
Maurice Ndour,2015,605,9,1,2,0,0,0,0,0,1,2,0,0,0,0,0,3,6
Khalid El-Amin,2000,605,18,2,6,0,1,1,1,0,1,1,2,0,0,1,1,6,6
Chris Porter,2000,605,21,3,8,0,0,1,2,1,1,3,1,0,0,1,2,8,6
Chris Clemons,2019,597,7,1,4,1,3,0,0,0,0,0,0,0,0,0,0,4,6
Cliff Alexander,2015,597,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Branden Dawson,2015,597,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Duje Dukan,2015,597,24,2,10,2,5,0,0,2,2,4,1,1,0,0,2,6,6
DeJuan Wheat,1998,593,8,1,3,0,0,0,0,0,0,0,1,0,0,0,0,3,6
Sundiata Gaines,2010,591,10,1,3,0,1,0,1,0,1,1,1,0,0,0,0,4,6
Gani Lawal,2010,590,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
Sherron Collins,2010,590,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Pape Sy,2010,590,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,6
Earl Barron,2009,589,13,1,4,0,0,0,1,1,2,3,0,0,0,0,1,4,6
Jerald Honeycutt,1998,586,10,1,4,0,1,0,1,0,1,1,0,0,0,0,1,4,6
Axel Toupane,2015,586,13,1,3,0,1,0,0,0,0,1,0,0,0,0,1,3,6
Corey Beck,1997,584,10,1,2,0,0,0,0,0,0,1,1,0,0,0,1,2,6
Darrun Hilliard,2016,584,8,1,3,0,1,0,0,0,0,0,0,0,0,0,0,3,6
Adonis Jordan,1998,583,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,6
James Cotton,1998,581,4,0,2,0,0,1,1,0,0,0,0,0,0,0,0,2,6
Lazaro Borrell,1999,580,9,1,3,0,0,0,0,0,1,2,0,0,0,0,0,3,6
Robbie Hummel,2014,580,13,1,3,0,1,0,0,0,2,2,0,0,0,0,1,3,6
Sam Mack,1998,578,20,2,7,1,3,0,1,0,1,2,1,0,0,0,1,8,6
Scotty Hopson,2016,578,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6
Taylor Griffin,2009,576,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Marcus Landry,2009,576,5,0,2,0,1,0,0,0,0,1,0,0,0,0,0,2,6
Reggie Jordan,1997,574,7,0,1,0,0,0,1,0,0,1,0,0,0,0,1,2,6
Tony Farmer,1997,574,13,1,3,0,0,2,3,1,1,3,0,0,0,0,1,5,6
Jimmy King,1996,572,10,1,3,0,0,1,2,1,0,1,1,1,0,0,1,3,6
Ryan Reid,2011,571,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Peyton Siva,2013,570,8,0,2,0,1,0,0,0,0,0,1,0,0,0,1,2,6
Vernon Macklin,2011,570,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,6
Dwight Buycks,2014,566,13,2,5,0,1,1,1,0,1,1,1,0,0,1,1,6,6
Orlando Johnson,2013,565,9,1,2,0,1,0,0,0,1,1,0,0,0,0,0,2,6
DeQuan Jones,2012,560,12,1,3,0,0,0,0,0,1,1,0,0,0,0,0,3,6
Ben Hansbrough,2012,560,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Kim English,2012,560,9,1,2,0,1,0,0,0,0,0,0,0,0,0,1,2,6
Kevin Murphy,2012,560,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Luke Zeller,2012,560,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Tyshawn Taylor,2012,560,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,6
D.J. Strawberry,2007,557,7,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,6
Nick Fazekas,2007,557,9,1,3,0,0,0,0,1,2,3,0,0,0,0,0,4,6
Devin Green,2005,557,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Eddie Basden,2005,557,6,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2,6
Taurean Green,2007,557,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Lawrence Moten,1996,556,16,2,6,0,1,0,1,0,1,1,1,0,0,1,1,6,6
Gerald Brown,1998,554,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,6
Makhtar N'Diaye,1998,554,6,0,1,0,0,0,1,0,0,1,0,0,0,0,2,1,6
Ryan Stack,1998,554,8,0,2,0,0,0,1,0,1,1,0,0,0,0,1,2,6
Miles Simon,1998,554,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Roger Powell,2006,552,4,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,6
Will Blalock,2006,552,11,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,6
Damir Markota,2006,552,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,6
Carrick Felix,2014,552,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,6
Cedric Bozeman,2006,552,8,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6
Robert Hite,2006,552,10,1,5,0,1,0,1,0,1,1,0,0,0,0,0,4,6
Ivan McFarlin,2006,552,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,6
Allan Ray,2006,552,14,2,5,1,2,0,1,0,1,1,0,0,0,0,1,6,6
Luis Flores,2004,551,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,6
Horace Jenkins,2004,551,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,6
Erik Daniels,2004,551,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Randy Livingston,1997,551,12,1,3,0,0,0,0,0,1,1,1,0,0,1,1,3,6
Walter Sharpe,2008,548,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Sean Singletary,2008,548,7,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,6
Sun Yue,2008,548,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6
Jawad Williams,2009,544,11,1,3,0,1,0,0,0,1,1,0,0,0,0,1,3,6
Markel Brown,2015,542,15,1,4,0,1,1,1,0,1,2,1,0,0,0,1,5,6
Travis Hansen,2003,542,11,1,3,0,0,0,0,0,0,1,0,0,0,0,1,3,6
Jermareo Davidson,2007,540,7,1,3,0,0,0,0,0,1,1,0,0,0,0,1,3,6
Brandon Paul,2016,539,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,6
Charles O'Bannon,1997,537,7,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,6
Pierre Jackson,2015,535,10,1,4,0,1,0,0,0,1,1,2,0,0,0,0,4,6
Marcus Brown,1997,533,7,1,3,0,1,0,0,0,0,0,0,0,0,0,1,3,6
Jordan Williams,2011,533,14,1,3,0,0,1,1,1,2,3,0,0,0,0,1,4,6
Rob Kurz,2008,532,10,1,3,0,0,1,1,0,1,2,0,0,0,0,1,3,6
Erik Murphy,2013,530,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Brent Scott,1997,529,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Justin Harper,2012,528,6,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,6
Chris Owens,2002,527,6,2,3,0,0,0,0,1,0,1,0,0,0,1,0,4,6
Tito Maddox,2002,527,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Vincent Yarbrough,2002,527,22,2,7,0,1,0,1,0,2,2,2,0,0,1,2,6,6
Ken Johnson,2002,527,9,0,2,0,0,0,0,0,1,2,0,0,0,0,1,2,6
Mike Batiste,2002,527,16,2,6,0,1,0,1,1,2,3,0,0,0,0,1,6,6
DaJuan Summers,2010,525,9,1,3,0,0,0,0,0,0,0,0,0,0,0,1,3,6
Shea Seals,1998,519,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,6
Chris Robinson,1997,519,13,1,4,0,2,0,0,0,1,1,1,0,0,0,1,4,6
Steve Scheffler,1996,518,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Malcolm Lee,2012,515,14,1,3,0,0,0,1,0,1,1,1,0,0,0,1,3,6
Orien Greene,2006,515,11,0,2,0,0,0,0,0,1,1,1,0,0,1,1,2,6
Charles Jones,1997,512,10,0,2,0,1,0,0,0,0,1,1,0,0,0,0,2,6
Tony Mitchell,2013,511,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6
Antonis Fotsis,2001,508,10,1,3,0,0,0,0,0,1,2,0,0,0,0,0,3,6
Alvin Jones,2001,508,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,6
Ernest Brown,2001,508,6,0,2,0,0,0,1,0,1,2,0,0,0,1,1,1,6
Norm Richardson,2001,508,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,6
Gary Payton II,2017,508,12,1,3,0,1,0,0,0,1,2,1,0,0,0,1,3,6
Derrick Dial,2000,508,7,1,3,0,0,0,0,0,1,1,0,0,0,0,0,3,6
Andre Emmett,2006,507,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Thomas Gardner,2007,507,6,1,3,0,1,0,0,0,0,0,0,0,0,0,0,2,6
Gerald Fitch,2005,502,12,1,4,0,1,0,1,0,1,1,1,0,0,0,1,4,6
Rafael Addison,1996,502,8,1,2,0,0,0,0,0,0,1,0,0,0,0,1,3,6
Coby Karl,2008,502,7,0,2,0,0,0,0,0,1,1,1,0,0,0,0,2,6
Garth Joseph,2000,499,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Mike Smith,2000,499,10,1,3,0,1,0,0,0,0,1,0,0,0,0,0,3,6
Terrance Roberson,2000,499,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
Paul McPherson,2000,499,10,1,3,0,0,0,1,0,0,1,0,0,0,0,1,4,6
Quincy Miller,2013,497,13,1,4,0,1,0,0,0,1,2,0,0,0,0,1,4,6
Chris Herren,1999,496,13,1,3,0,1,0,0,0,0,1,2,0,0,0,1,3,6
Cory Jefferson,2014,495,9,1,3,0,0,0,1,0,1,2,0,0,0,0,1,3,6
Chris Silva,2019,495,7,1,1,0,0,0,1,1,1,2,0,0,0,0,1,3,6
Tim Young,1999,493,5,0,1,0,0,1,1,0,0,1,0,0,0,0,0,2,6
John Celestand,1999,493,11,0,2,0,0,0,0,0,0,0,1,0,0,1,1,2,6
Ryan Robertson,1999,493,25,2,6,0,2,1,1,0,0,0,0,0,0,0,0,5,6
Malcolm Thomas,2012,491,7,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,6
Paul Davis,2007,489,8,1,2,0,0,0,0,0,1,1,0,0,0,0,1,2,6
Eric Riley,1998,489,11,1,2,0,0,0,0,1,2,3,0,0,0,0,2,2,6
William Cunningham,1998,484,8,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,6
Bubba Wells,1997,480,9,1,2,0,0,0,1,0,1,1,0,0,0,0,1,3,6
J.R. Henderson,1998,479,10,1,3,0,0,0,1,0,0,1,0,0,0,0,0,3,6
Cory Carr,1998,479,14,1,5,0,0,0,0,0,0,1,1,0,0,1,1,4,6
Kelly McCarty,1998,479,2,1,1,0,0,0,0,1,0,1,0,0,0,1,0,2,6
Marlon Garnett,1998,479,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,6
Korleone Young,1998,479,4,1,3,0,1,0,0,0,0,1,0,0,0,0,1,4,6
Jared Reiner,2005,474,7,0,1,0,0,0,0,0,1,2,0,0,0,0,1,1,6
Pops Mensah-Bonsu,2008,474,7,1,2,0,0,0,1,1,1,2,0,0,0,0,1,2,6
Kevin Salvadori,1996,468,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,6
Othello Hunter,2008,468,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,6
Soumaila Samake,2001,466,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,6
Terrel Harris,2011,465,9,0,2,0,1,0,0,0,1,1,0,0,0,0,1,2,6
Pete Myers,1997,461,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,6
Sean Higgins,1997,461,6,0,2,0,1,0,0,0,0,0,0,1,0,0,1,0,6
Tim Kempton,1997,461,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Kevin Jones,2012,461,10,1,3,0,0,0,0,1,1,2,0,0,0,0,0,2,6
Ed Stokes,1997,461,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6
Tim Breaux,1997,461,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Tom Chambers,1997,461,6,0,2,0,0,0,0,0,1,1,0,0,0,0,1,1,6
Andre Brown,2007,461,7,1,2,0,0,0,0,0,1,2,0,0,0,0,0,2,6
Steve Henson,1997,461,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Hassan Adams,2007,460,6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,6
Travis Leslie,2011,459,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Hamady N'Diaye,2010,457,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
