playerName,seasonStartYear,inflationAdjSalary,MP,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,target
Josh Richardson,2017,4809,30,4,10,1,4,1,2,0,2,3,2,1,0,1,2,12,9
Jared Jeffries,2007,4796,21,1,4,0,0,0,1,1,2,4,1,0,0,1,2,4,9
Kris Dunn,2017,4769,23,3,8,0,1,0,1,0,2,3,4,1,0,1,2,8,9
E'Twaun Moore,2015,4746,20,3,7,0,2,0,0,0,1,2,1,0,0,0,1,7,9
Detlef Schrempf,1998,4744,29,4,9,0,1,3,3,1,4,5,3,0,0,1,2,12,9
Rui Hachimura,2019,4740,29,5,11,0,1,2,2,1,4,6,1,0,0,1,2,13,9
Luke Ridnour,2008,4740,25,3,8,0,2,1,1,0,1,2,4,0,0,1,2,9,9
Anthony Bennett,2014,4729,12,1,4,0,0,0,1,0,2,3,0,0,0,0,1,4,9
Collin Sexton,2018,4723,31,7,15,1,3,2,3,0,2,2,2,0,0,2,2,18,9
Dan Majerle,1998,4688,27,2,6,1,4,0,0,0,3,3,2,1,0,0,2,6,9
Ervin Johnson,2000,4680,21,1,3,0,0,0,1,2,4,6,0,0,1,0,3,4,9
Bobby Portis,2017,4679,19,4,8,0,2,1,1,1,4,5,1,0,0,1,1,10,9
Jordan Hill,2012,4679,18,3,6,0,0,1,1,2,3,5,0,0,0,1,2,7,9
Billy Owens,1998,4669,24,3,7,0,0,1,1,1,3,5,2,0,0,1,2,8,9
Harvey Grant,1997,4668,16,1,3,0,0,0,0,0,1,2,0,0,0,0,1,3,9
Micheal Williams,1997,4651,7,0,2,0,0,1,1,0,0,0,1,0,0,0,1,2,9
Landry Fields,2012,4639,22,2,5,0,1,0,1,0,3,4,1,0,0,1,1,6,9
Chris Wilcox,2007,4637,19,3,6,0,0,1,2,1,3,4,0,0,0,1,2,8,9
Patrick Beverley,2014,4631,27,3,7,1,4,1,1,1,3,4,3,1,0,1,3,8,9
Spencer Hawes,2012,4616,21,3,7,0,1,0,1,1,4,5,1,0,0,1,2,8,9
Udonis Haslem,2011,4608,24,2,6,0,0,1,1,1,4,6,0,0,0,0,2,7,9
Shaun Livingston,2011,4596,20,2,5,0,0,1,1,0,1,2,2,0,0,1,1,6,9
Will Perdue,1998,4593,17,1,3,0,0,0,1,2,3,5,0,0,0,0,1,4,9
Zaza Pachulia,2010,4585,19,2,4,0,0,1,2,2,3,5,1,0,0,1,2,6,9
Doug McDermott,2016,4574,19,3,6,1,2,0,0,0,1,2,0,0,0,0,1,8,9
Patrick Patterson,2014,4544,20,2,5,0,2,0,0,1,2,3,1,0,0,0,1,6,9
Joel Przybilla,2006,4541,19,1,2,0,0,0,1,1,4,6,0,0,1,0,2,3,9
Alex Len,2016,4534,19,3,6,0,0,1,2,2,4,6,0,0,0,1,2,7,9
Jamaal Magloire,2005,4513,20,2,5,0,0,2,3,2,4,6,0,0,0,1,2,7,9
Corey Brewer,2012,4511,22,3,7,0,2,1,2,0,2,2,1,1,0,1,2,8,9
Frank Ntilikina,2018,4504,20,2,6,0,2,0,0,0,1,2,3,0,0,1,2,5,9
Cam Reddish,2019,4503,26,3,9,1,4,1,2,0,3,3,1,1,0,1,2,10,9
Ed Davis,2014,4463,19,2,4,0,0,1,1,2,4,6,0,0,0,0,2,6,8
Lance Stephenson,2014,4458,23,3,7,0,2,1,1,0,3,4,2,0,0,1,2,8,8
Travis Knight,1999,4429,11,1,3,0,0,0,0,1,1,2,0,0,0,0,2,3,8
Scott Williams,2000,4418,16,2,4,0,0,0,1,1,2,4,0,0,0,0,2,5,8
Mario Hezonja,2017,4408,17,2,6,0,2,0,1,0,2,3,1,0,0,1,1,6,8
Brent Price,1999,4406,14,1,3,0,2,0,1,0,0,1,2,0,0,1,1,4,8
Chucky Atkins,2004,4405,24,3,8,1,3,1,1,0,1,1,3,0,0,1,1,9,8
Isaiah Thomas,2014,4397,28,5,13,1,5,4,5,0,1,2,5,0,0,2,2,18,8
Jarrett Jack,2011,4395,27,3,8,0,2,2,2,0,2,2,4,0,0,2,1,10,8
Michael Beasley,2013,4394,22,5,10,0,1,1,2,1,3,4,1,0,0,1,2,12,8
Adam Keefe,1998,4388,15,1,3,0,0,1,1,1,2,3,0,0,0,0,1,4,8
Cedric Ceballos,1998,4350,23,4,10,0,1,2,3,1,3,5,1,0,0,1,2,12,8
Brevin Knight,2002,4348,24,2,6,0,0,1,2,0,2,2,6,1,0,1,2,7,8
Michael Dickerson,2000,4345,34,5,13,1,3,2,3,0,2,2,2,0,0,1,2,15,8
Brian Cardinal,2005,4344,13,1,3,0,1,1,1,0,1,2,0,0,0,0,1,4,8
Kevin Knox,2018,4341,23,3,9,1,4,1,2,0,3,3,1,0,0,1,2,9,8
Buddy Hield,2017,4332,27,5,13,2,6,1,1,0,3,4,2,0,0,1,1,15,8
Marco Belinelli,2013,4312,22,3,8,1,3,1,1,0,1,2,1,0,0,0,1,9,8
Aron Baynes,2015,4309,14,2,4,0,0,0,1,1,2,4,0,0,0,0,2,5,8
Jay Williams,2003,4307,25,3,9,0,2,1,2,0,2,2,4,1,0,2,2,9,8
Jamaal Tinsley,2007,4286,25,3,8,0,2,1,1,0,2,2,6,1,0,2,2,8,8
Bobby Jackson,2002,4286,21,3,8,0,2,1,1,0,2,3,2,0,0,1,1,9,8
Earl Watson,2007,4281,21,2,5,0,1,0,1,0,1,2,4,0,0,1,1,6,8
Cameron Johnson,2019,4278,21,3,7,1,4,0,1,0,2,3,1,0,0,0,1,8,8
Marcus Banks,2006,4261,15,2,4,0,1,1,1,0,1,1,2,0,0,1,1,5,8
JaMychal Green,2016,4260,20,3,6,0,2,1,1,1,4,5,0,0,0,1,2,7,8
Brandan Wright,2012,4253,15,2,4,0,0,0,1,1,2,3,0,0,0,0,1,6,8
Luke Walton,2007,4242,16,1,4,0,0,0,0,0,1,2,2,0,0,1,1,4,8
Brian Shaw,1999,4225,18,1,4,0,1,0,0,0,2,2,2,0,0,1,1,4,8
Darrell Arthur,2013,4206,17,2,6,0,0,0,0,1,2,3,0,0,0,0,2,6,8
Kyle Anderson,2016,4203,18,2,4,0,0,0,1,0,3,3,1,0,0,0,1,5,8
Beno Udrih,2010,4198,20,3,6,0,1,1,1,0,1,1,3,0,0,1,1,8,8
Chris Duhon,2008,4195,24,2,5,1,2,0,1,0,1,2,4,0,0,1,1,6,8
Wesley Johnson,2014,4162,21,2,6,0,2,0,0,0,2,3,1,0,0,0,1,6,8
LaPhonso Ellis,1999,4159,25,4,9,0,1,1,2,1,3,5,1,0,0,1,2,10,8
Greg Minor,1998,4159,17,2,5,0,0,0,1,0,1,2,1,0,0,0,1,5,8
Nate McMillan,1996,4140,18,1,3,0,2,0,0,0,2,2,3,1,0,0,2,3,8
Derek Strong,1999,4133,21,2,6,0,0,2,2,1,3,5,0,0,0,1,1,7,8
Matt Carroll,2007,4126,15,2,5,0,1,1,1,0,1,1,0,0,0,0,1,6,8
Mikal Bridges,2018,4124,28,3,6,1,3,1,1,0,2,3,1,1,0,0,2,8,8
Darius Songaila,2006,4112,17,2,5,0,0,1,1,1,2,3,1,0,0,0,2,6,8
Sherman Douglas,1998,4110,23,3,6,0,0,1,2,0,1,1,3,0,0,1,1,7,8
Ben McLemore,2016,4105,22,3,7,1,3,1,1,0,1,2,1,0,0,1,2,8,8
Trenton Hassell,2005,4101,24,2,5,0,0,0,1,0,1,2,1,0,0,0,2,5,8
Mahmoud Abdul-Rauf,1997,4075,20,4,9,0,1,1,1,0,1,1,2,0,0,1,1,10,8
Jonas Jerebko,2013,4073,16,2,4,0,1,0,1,1,2,3,0,0,0,0,1,5,8
Stanley Roberts,1997,4053,16,2,5,0,0,1,2,1,3,4,0,0,0,0,2,6,8
Rodney Rogers,2000,4051,24,4,9,0,2,1,2,1,3,4,1,0,0,1,3,10,8
Hasheem Thabeet,2011,4041,9,0,1,0,0,0,0,0,1,2,0,0,0,0,2,2,8
Jason Kapono,2007,4033,17,2,5,0,2,0,0,0,1,1,0,0,0,0,1,6,8
Moochie Norris,2001,4031,16,1,4,0,0,1,1,0,1,1,2,0,0,1,1,5,8
David Wesley,2001,4024,34,4,11,1,3,2,3,0,2,2,4,1,0,1,2,13,8
Sam Perkins,1998,4022,19,2,5,1,2,1,1,0,2,3,0,0,0,0,1,6,8
Elfrid Payton,2016,3991,28,4,9,0,1,1,2,1,3,4,6,1,0,2,2,10,8
Wayne Ellington,2014,3984,20,2,7,1,3,0,0,0,1,2,1,0,0,0,1,8,8
Chris Mihm,2004,3979,19,2,6,0,0,1,2,1,3,5,0,0,1,1,2,7,8
Bryon Russell,2000,3967,26,3,7,1,2,1,2,0,2,3,1,1,0,1,2,9,8
Voshon Lenard,2000,3961,27,4,10,1,4,1,2,0,2,2,2,0,0,1,2,12,8
Jamal Murray,2017,3957,29,6,13,1,5,2,2,0,2,3,3,0,0,1,1,16,8
Grant Long,1998,3950,21,1,4,0,0,1,2,1,2,4,1,0,0,1,2,5,8
Raja Bell,2006,3949,27,3,8,1,3,1,1,0,2,2,1,0,0,0,2,9,8
Jerami Grant,2016,3944,24,3,7,0,2,1,2,0,2,3,1,0,1,0,2,9,8
Jonny Flynn,2010,3943,22,3,8,0,2,1,2,0,1,1,3,0,0,2,1,9,8
Thabo Sefolosha,2012,3937,21,2,4,0,1,0,1,0,2,3,1,1,0,0,1,5,8
Brandon Bass,2010,3937,21,3,6,0,0,1,2,1,3,4,0,0,0,0,1,8,8
Zach Collins,2018,3933,16,2,4,0,1,0,1,1,2,3,0,0,0,0,2,5,8
Jahlil Okafor,2017,3930,19,4,8,0,0,1,2,1,3,5,0,0,0,1,2,11,8
Leandro Barbosa,2010,3930,20,3,8,1,2,1,1,0,1,1,2,0,0,1,1,10,8
Shai Gilgeous-Alexander,2018,3916,30,5,11,0,2,2,3,0,3,4,3,1,0,1,1,14,8
Ramon Sessions,2012,3890,22,3,8,0,0,3,3,0,2,2,4,0,0,1,1,10,8
Daniel Gibson,2009,3881,22,2,6,1,3,1,1,0,1,1,1,0,0,0,1,7,8
Willie Cauley-Stein,2017,3870,22,4,7,0,0,1,2,1,4,6,1,0,0,0,2,9,8
Keon Clark,2000,3869,21,3,6,0,0,1,2,1,3,5,0,0,1,1,2,7,8
Tyler Herro,2019,3861,28,5,11,2,5,1,2,0,4,4,2,0,0,1,1,14,8
Marcus Fizer,2002,3851,20,3,8,0,0,1,2,1,3,4,1,0,0,1,2,9,8
Pooh Richardson,1997,3844,17,1,5,0,1,0,0,0,1,1,3,0,0,0,1,4,8
Nick Young,2012,3837,21,3,9,1,3,1,2,0,1,1,0,0,0,0,1,11,8
Tracy Murray,1999,3836,18,3,7,1,3,1,1,0,1,2,0,0,0,0,1,8,8
Dee Brown,2000,3825,18,2,6,1,3,0,0,0,1,1,2,0,0,1,1,6,8
Michael Smith,1998,3787,24,1,3,0,0,1,2,2,5,7,1,0,0,1,2,5,8
Charles Smith,1999,3783,13,2,4,0,1,0,0,0,1,1,0,0,0,0,1,4,8
Jason Thompson,2013,3777,24,3,7,0,0,1,2,2,4,6,1,0,0,1,2,8,8
Chris Andersen,2008,3773,17,1,3,0,0,1,2,1,3,5,0,0,1,0,1,5,8
Randy Foye,2011,3761,24,3,8,1,3,1,1,0,1,2,2,0,0,1,2,10,8
Jonathon Simmons,2016,3760,19,3,6,0,1,1,2,0,1,2,1,0,0,1,1,8,8
Dragan Bender,2017,3751,19,1,4,0,3,0,0,0,3,3,1,0,0,1,1,5,8
Malik Monk,2018,3737,16,3,7,1,4,1,1,0,1,1,1,0,0,1,1,8,8
Miles Bridges,2018,3720,24,3,8,1,3,1,1,1,3,4,1,0,0,1,1,9,8
Jim Jackson,2000,3710,30,4,10,1,2,1,2,1,3,4,2,0,0,2,2,11,8
Greg Buckner,2004,3706,18,1,4,0,1,0,0,0,1,2,1,0,0,0,2,4,8
Devean George,2004,3702,17,2,5,0,1,0,1,0,2,3,0,0,0,0,2,5,8
Troy Hudson,2002,3700,21,3,8,0,2,1,1,0,1,1,3,0,0,1,1,9,8
Rex Chapman,1998,3698,27,4,11,1,4,1,2,0,2,2,2,0,0,1,1,12,8
Chris Morris,1997,3695,11,1,3,0,1,0,0,0,1,2,0,0,0,0,1,4,8
Chuck Hayes,2010,3683,17,1,3,0,0,0,0,1,3,4,1,0,0,0,2,3,8
Romeo Langford,2019,3668,10,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,8
Calbert Cheaney,2000,3656,24,3,7,0,0,0,1,0,2,3,1,0,0,0,2,7,8
Tyrone Nesby,1999,3652,25,3,8,0,2,1,2,1,2,3,1,1,0,1,2,9,8
Fabricio Oberto,2007,3651,14,1,2,0,0,0,0,1,2,3,0,0,0,0,2,3,8
Joe Harris,2016,3647,23,3,7,1,4,0,1,0,2,3,1,0,0,1,2,10,8
Allonzo Trier,2018,3646,19,3,7,0,2,2,3,0,2,2,1,0,0,1,1,9,8
Andrew Lang,1997,3641,16,1,3,0,0,0,0,1,2,3,0,0,0,0,2,3,8
Don MacLean,1998,3640,15,2,6,0,0,1,2,0,2,2,0,0,0,1,1,7,8
Mike James,2008,3636,22,3,8,1,2,1,1,0,1,2,3,0,0,1,1,9,8
Ekpe Udoh,2013,3635,13,1,2,0,0,0,1,1,1,2,0,0,1,0,1,3,8
Frank Kaminsky,2017,3635,21,3,8,1,3,1,2,0,3,4,1,0,0,0,1,9,8
Stacey Augmon,2000,3631,15,1,3,0,0,1,1,0,1,2,1,0,0,0,1,4,8
Thomas Bryant,2018,3625,19,4,7,0,1,1,1,1,4,6,1,0,0,0,1,10,8
Maxi Kleber,2018,3625,21,2,5,1,3,0,1,1,3,4,0,0,0,0,2,7,8
Stanley Johnson,2017,3622,19,2,6,0,2,0,1,0,2,3,1,0,0,1,1,6,8
Delon Wright,2017,3621,18,2,5,0,1,1,1,0,2,2,2,1,0,0,1,6,8
Garrett Temple,2014,3612,20,2,5,0,2,0,1,0,1,2,1,0,0,0,1,6,8
George Lynch,2000,3611,24,2,6,0,0,1,1,2,3,5,1,1,0,1,2,6,8
Alexey Shved,2013,3595,17,2,6,0,2,1,2,0,1,1,2,0,0,1,1,7,8
Josh McRoberts,2012,3595,18,2,4,0,1,0,1,1,2,3,2,0,0,0,1,5,8
Tyus Jones,2017,3593,17,2,4,0,1,0,0,0,1,1,3,0,0,0,0,5,8
Olden Polynice,1998,3591,24,3,7,0,0,0,1,2,4,6,1,0,0,1,3,7,8
Linas Kleiza,2009,3580,19,3,6,0,2,1,2,0,2,3,0,0,0,0,2,8,8
Evan Eschmeyer,2002,3573,13,1,2,0,0,0,1,1,2,3,0,0,0,0,2,2,8
Lawrence Funderburke,2000,3558,13,2,4,0,0,1,1,1,2,3,0,0,0,0,1,6,8
Nerlens Noel,2016,3555,21,3,5,0,0,1,2,1,4,6,1,1,1,1,2,7,8
Luke Kennard,2018,3550,23,3,8,1,3,1,1,0,2,2,2,0,0,1,1,9,8
Jason Smith,2012,3549,15,2,5,0,0,0,1,1,2,3,0,0,0,0,2,6,8
Jerome Robinson,2018,3536,12,1,4,0,2,0,0,0,1,1,1,0,0,0,1,4,8
Jodie Meeks,2013,3532,21,2,7,1,3,1,1,0,1,1,1,0,0,0,1,8,8
Jason Collins,2007,3530,20,1,2,0,0,1,1,1,2,3,0,0,0,0,2,3,8
Anthony Peeler,2000,3524,25,3,8,1,3,0,1,0,2,2,2,0,0,1,1,9,8
Jason Maxiell,2009,3513,17,2,4,0,0,1,1,1,2,4,0,0,0,0,1,5,8
Steve Blake,2009,3508,23,2,5,1,3,0,0,0,1,2,3,0,0,1,1,6,8
Ron Baker,2017,3492,14,1,3,0,1,0,0,0,1,1,1,0,0,0,1,3,8
Joel Freeland,2013,3486,10,1,2,0,0,0,0,1,2,3,0,0,0,0,1,2,8
Sekou Doumbouya,2019,3484,19,2,6,0,2,0,1,0,2,3,0,0,0,0,2,6,8
Emmanuel Mudiay,2017,3481,23,4,10,0,2,1,2,0,2,2,3,0,0,2,1,10,8
Duane Causwell,1998,3478,9,0,2,0,0,0,0,0,1,2,0,0,0,0,2,2,8
Tony Allen,2010,3474,21,3,6,0,0,1,2,1,2,3,1,1,0,1,2,7,8
Elmore Spencer,1997,3474,5,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,8
Dell Curry,1998,3472,18,3,7,1,3,0,0,0,1,1,1,0,0,0,1,8,8
Trey Lyles,2017,3471,17,2,6,0,2,0,1,0,3,4,1,0,0,0,1,7,8
Darrell Armstrong,2001,3467,23,3,7,1,3,1,2,0,1,2,4,1,0,1,1,9,8
Dean Garrett,1998,3447,18,2,4,0,0,0,1,1,3,5,0,0,1,0,1,4,8
Carl Herrera,1997,3447,15,2,5,0,0,0,1,1,1,2,0,0,0,0,2,5,8
Anthony Parker,2005,3422,27,3,7,1,3,1,1,0,2,3,2,0,0,1,1,9,8
Rafer Alston,2004,3417,28,3,9,1,4,1,1,0,2,2,4,1,0,1,2,10,8
Lance Thomas,2014,3411,17,1,4,0,1,0,1,0,1,2,0,0,0,0,1,5,8
Cole Aldrich,2014,3396,9,1,2,0,0,0,0,0,2,3,0,0,0,0,1,3,8
Marquese Chriss,2017,3394,18,2,6,0,2,1,2,1,3,4,1,0,0,1,2,7,8
Chuck Person,1998,3383,18,1,5,1,3,0,0,0,2,2,1,0,0,0,1,5,8
Vinny Del Negro,1998,3374,22,3,6,0,0,0,1,0,1,2,2,0,0,0,1,7,8
Donovan Mitchell,2018,3372,33,8,19,2,6,3,4,0,3,4,4,1,0,2,2,23,8
Montrezl Harrell,2017,3356,20,5,8,0,0,2,3,1,3,4,1,0,0,1,2,12,8
Eric Montross,1999,3350,13,1,2,0,0,0,0,1,2,3,0,0,0,0,2,2,8
Steven Hunter,2005,3349,14,1,3,0,0,0,1,1,1,3,0,0,1,0,1,4,8
Dennis Scott,1998,3343,25,3,8,1,3,0,1,0,2,2,1,0,0,0,1,9,8
Pervis Ellison,1998,3339,10,0,1,0,0,0,0,1,1,2,0,0,0,0,2,2,8
Jakob Poeltl,2017,3335,15,2,3,0,0,0,1,1,2,4,0,0,0,0,2,5,8
Kevin Edwards,1997,3334,13,1,4,0,0,0,1,0,1,1,1,0,0,0,0,4,8
Lindsey Hunter,2002,3332,22,2,7,1,3,0,1,0,1,2,2,1,0,1,1,7,8
Matt Maloney,2000,3320,25,2,6,1,3,0,0,0,1,1,2,0,0,1,1,7,8
Mindaugas Kuzminskas,2016,3312,14,2,5,0,2,0,0,0,1,1,1,0,0,0,1,6,8
Hakim Warrick,2008,3305,19,3,6,0,0,2,3,1,2,4,0,0,0,1,1,9,8
Cedric Henderson,1999,3295,23,3,6,0,0,1,1,0,2,2,1,0,0,1,2,7,8
Thon Maker,2017,3281,13,1,3,0,1,0,1,0,1,2,0,0,0,0,1,4,8
Pat Garrity,2002,3267,19,2,6,1,2,0,0,0,2,2,0,0,0,0,2,7,8
Nik Stauskas,2016,3264,19,2,5,1,3,1,1,0,1,2,1,0,0,1,1,6,8
Nikoloz Tskitishvili,2003,3264,10,1,3,0,1,0,0,0,1,1,0,0,0,0,1,2,8
Luc Mbah a Moute,2013,3263,22,2,5,0,0,1,1,1,2,4,0,0,0,0,1,6,8
Bimbo Coles,1999,3258,20,2,6,0,0,1,1,0,1,1,3,0,0,1,1,6,8
Bruce Bowen,2003,3253,27,2,5,0,2,0,1,0,2,2,1,0,0,0,2,6,8
Joe Dumars,1997,3229,33,4,10,2,5,2,2,0,1,1,3,0,0,1,1,13,8
Othella Harrington,2001,3224,18,2,5,0,0,1,2,1,2,4,0,0,0,1,2,7,8
Anthony Tolliver,2013,3223,18,2,4,1,3,0,1,0,2,3,0,0,0,0,1,6,8
Eric Piatkowski,2001,3220,18,2,6,1,2,1,1,0,1,2,0,0,0,0,1,7,8
Mario Chalmers,2012,3211,26,3,7,1,3,1,2,0,2,2,3,1,0,1,2,8,8
Bam Adebayo,2018,3204,25,4,7,0,0,2,3,2,5,7,2,0,0,1,2,10,8
Lucious Harris,2000,3199,19,2,6,0,1,1,1,0,1,2,1,0,0,0,1,7,8
Dale Ellis,1998,3195,25,4,9,1,4,1,1,0,1,2,1,0,0,1,1,11,8
Kostas Papanikolaou,2014,3190,13,1,3,0,1,0,0,0,1,2,1,0,0,1,1,3,8
Anthony Morrow,2012,3177,20,3,7,1,3,1,1,0,1,2,0,0,0,0,1,9,8
Mikki Moore,2004,3169,17,2,4,0,0,1,1,1,2,3,0,0,0,0,2,5,8
Reggie Evans,2008,3160,18,1,2,0,0,1,2,2,4,7,0,0,0,1,2,4,8
Keyon Dooling,2006,3158,18,2,5,0,1,1,1,0,1,1,2,0,0,1,1,6,8
Charlie Bell,2007,3155,24,3,7,1,3,1,1,0,1,2,2,0,0,0,1,8,8
Hot Rod Williams,1999,3146,22,1,3,0,0,1,1,1,3,5,0,0,1,0,2,4,8
Nickeil Alexander-Walker,2019,3144,12,2,5,0,2,0,0,0,1,1,1,0,0,1,1,5,8
Furkan Aldemir,2014,3129,12,0,1,0,0,0,0,1,2,4,0,0,0,0,2,2,8
Ira Newble,2003,3112,19,2,4,0,0,0,0,1,1,2,0,0,0,0,1,4,8
Ronny Turiaf,2010,3108,15,1,3,0,0,1,1,1,2,3,1,0,1,0,2,4,8
Matt Bonner,2009,3106,15,2,4,0,2,0,0,0,2,2,0,0,0,0,1,5,8
Travis Best,2000,3103,21,2,6,0,1,1,1,0,1,1,3,0,0,1,2,7,8
Chris Crawford,2000,3098,15,2,5,0,0,1,1,0,1,2,0,0,0,0,1,6,8
Marreese Speights,2012,3097,14,3,6,0,0,1,1,1,2,3,0,0,0,0,2,7,8
Eddie Griffin,2004,3091,21,2,7,0,2,0,1,1,4,5,0,0,1,0,1,7,8
Terry Porter,1998,3089,21,2,6,1,2,1,1,0,2,2,3,0,0,1,1,7,8
James Robinson,1998,3082,16,2,6,1,3,1,1,0,1,1,1,0,0,1,1,7,8
Carlos Arroyo,2005,3065,17,2,5,0,0,1,1,0,1,1,3,0,0,1,1,6,8
Kevin Willis,2000,3060,19,3,7,0,0,1,2,1,3,5,0,0,0,1,2,8,8
Ronnie Brewer,2009,3055,22,3,6,0,0,1,2,0,1,2,1,1,0,0,1,7,8
Mike Scott,2015,3055,15,2,5,0,2,0,0,0,2,3,0,0,0,0,1,6,8
Elliot Perry,1998,3052,15,2,5,0,0,0,1,0,0,1,2,0,0,1,1,5,8
Carlos Delfino,2009,3049,21,2,7,1,3,0,1,0,2,3,1,0,0,0,1,7,8
Domantas Sabonis,2017,3047,24,4,9,0,0,2,3,1,5,7,2,0,0,1,2,12,8
Justin Jackson,2018,3043,18,2,5,0,2,0,0,0,2,2,1,0,0,0,1,6,8
Tarik Black,2015,3042,14,1,3,0,0,0,1,1,2,4,0,0,0,0,2,4,8
Andrew DeClercq,2000,3035,16,1,3,0,0,0,1,1,2,4,0,0,0,0,3,4,8
Robert Swift,2006,3035,14,1,3,0,0,0,1,1,2,3,0,0,0,0,2,4,8
Zhaire Smith,2018,3032,9,1,3,0,1,0,0,0,0,1,0,0,0,0,0,3,8
Mike Sweetney,2004,3031,15,2,4,0,0,1,2,1,2,4,0,0,0,1,2,6,8
Chase Budinger,2012,3028,19,2,6,1,2,1,1,0,2,3,1,0,0,0,1,7,8
Kyle Singler,2015,3027,21,2,5,0,2,0,1,0,1,2,0,0,0,0,2,6,8
Tony Delk,2000,3019,20,3,8,0,2,1,1,0,1,2,1,0,0,1,1,8,8
David Andersen,2009,3006,11,1,4,0,0,0,0,0,2,2,0,0,0,0,1,4,8
Cedi Osman,2018,3002,23,3,7,1,3,1,1,0,2,3,1,0,0,1,2,9,8
Ryan Gomes,2009,3001,27,3,8,0,1,1,2,1,3,4,1,0,0,1,1,10,8
Andrew Nicholson,2015,2994,13,2,5,0,0,0,0,0,2,3,0,0,0,0,1,5,7
Goga Bitadze,2019,2987,8,1,2,0,0,0,0,0,1,1,0,0,0,0,1,3,7
Dajuan Wagner,2003,2986,20,3,9,0,2,1,2,0,1,1,1,0,0,1,2,9,7
Matt Barnes,2010,2977,23,2,6,1,3,1,1,1,3,4,1,0,0,1,2,8,7
Jud Buechler,1999,2967,10,1,2,0,1,0,0,0,1,1,0,0,0,0,0,2,7
Lavoy Allen,2014,2957,16,2,4,0,0,0,0,1,2,4,0,0,0,0,1,4,7
Dorell Wright,2009,2953,21,2,6,1,3,1,1,0,3,3,1,0,0,0,1,8,7
Donald Royal,1996,2947,11,0,2,0,0,1,1,0,1,2,0,0,0,0,1,3,7
Yi Jianlian,2010,2946,21,2,7,0,0,1,2,1,3,4,0,0,0,1,2,7,7
Will Bynum,2011,2942,17,3,7,0,0,1,2,0,1,1,3,0,0,1,1,8,7
Taurean Prince,2017,2929,25,4,9,1,4,1,1,0,3,4,1,0,0,1,2,11,7
Thomas Robinson,2014,2918,12,2,4,0,0,0,1,1,3,4,0,0,0,1,1,4,7
Mark Bryant,1999,2907,17,2,4,0,0,1,1,1,2,3,0,0,0,0,2,5,7
Kyle O'Quinn,2015,2902,13,2,4,0,0,0,1,1,3,4,1,0,0,0,2,5,7
Noah Vonleh,2016,2887,16,1,4,0,0,0,1,1,3,5,0,0,0,0,1,4,7
Sean Rooks,1999,2887,13,1,3,0,0,0,1,0,1,2,0,0,0,0,2,3,7
Spencer Dinwiddie,2016,2884,25,4,10,1,4,3,4,0,2,2,4,0,0,1,2,12,7
Aaron Williams,2001,2881,16,2,4,0,0,1,1,1,2,3,0,0,0,0,2,5,7
Donte DiVincenzo,2018,2880,19,2,6,1,3,0,1,0,3,4,1,1,0,1,1,7,7
Jeff McInnis,2002,2879,27,3,8,0,1,1,1,0,1,2,4,0,0,1,2,9,7
Michael Doleac,2002,2875,14,2,4,0,0,0,0,0,2,3,0,0,0,0,2,4,7
Randy Brown,1999,2850,18,1,4,0,0,0,1,0,1,1,2,1,0,1,1,4,7
Rodney Hood,2016,2841,26,4,10,1,4,1,2,0,2,2,1,0,0,1,2,11,7
Tyler Hansbrough,2012,2838,16,2,4,0,0,2,3,1,2,4,0,0,0,0,2,6,7
Mario Elie,1998,2837,28,2,6,0,2,1,2,0,2,2,2,1,0,1,2,8,7
Steve Kerr,1999,2835,15,1,3,0,1,0,0,0,0,1,1,0,0,0,0,4,7
Terry Cummings,1998,2832,17,3,6,0,0,1,1,1,2,4,0,0,0,0,2,7,7
DeShawn Stevenson,2006,2825,21,2,6,0,2,1,1,0,1,2,1,0,0,0,1,7,7
Popeye Jones,1999,2823,19,2,5,0,0,0,1,2,3,5,0,0,0,0,2,5,7
Malcolm Delaney,2016,2795,17,2,5,0,1,1,1,0,1,1,2,0,0,1,1,5,7
Greg Anthony,1999,2791,18,2,5,0,2,1,1,0,1,1,3,1,0,1,1,6,7
Ivica Zubac,2017,2790,15,3,5,0,0,1,1,1,3,5,0,0,0,0,1,7,7
Marko Guduric,2019,2784,10,1,3,0,1,0,0,0,1,1,1,0,0,0,0,3,7
Antoine Carr,1997,2778,14,2,4,0,0,0,1,0,1,2,0,0,0,0,2,5,7
Joel Anthony,2011,2771,14,0,1,0,0,0,0,1,1,2,0,0,1,0,1,2,7
Carlos Rogers,1998,2770,18,2,5,0,0,1,2,1,2,4,0,0,0,0,1,6,7
Quincy Pondexter,2014,2766,15,1,3,0,1,0,0,0,1,1,0,0,0,0,1,4,7
Nate Robinson,2010,2754,21,3,9,1,3,1,2,0,1,2,2,0,0,1,2,10,7
Yinka Dare,1997,2749,6,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,7
Matisse Thybulle,2019,2738,19,1,3,0,2,0,0,0,1,1,1,1,0,0,2,4,7
Jared Sullinger,2014,2737,23,4,9,0,1,1,2,2,4,7,1,0,0,1,2,10,7
