playerName,MP,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Dion Glover,20,3,7,0,1,1,1,0,2,3,1,0,0,1,1,8
Jerryd Bayless,20,2,7,0,2,1,2,0,1,2,2,0,0,1,2,8
Alan Anderson,20,2,6,1,2,1,1,0,1,2,1,0,0,0,1,7
Chris Gatling,20,4,8,0,0,2,3,1,3,5,0,0,0,1,2,10
Patrick Patterson,20,2,5,0,2,0,0,1,2,3,1,0,0,0,1,6
Brandon Rush,20,2,5,1,2,0,0,0,2,2,0,0,0,0,1,6
Gary Neal,20,3,8,1,3,1,1,0,1,2,1,0,0,1,1,9
Terry Mills,20,2,6,1,3,0,0,0,3,4,1,0,0,0,2,7
Dajuan Wagner,20,3,9,0,2,1,2,0,1,1,1,0,0,1,2,9
Tyler Ulis,20,2,7,0,1,1,1,0,1,1,4,0,0,1,1,7
E'Twaun Moore,20,3,7,0,2,0,0,0,1,2,1,0,0,0,1,7
Beno Udrih,20,3,6,0,1,1,1,0,1,1,3,0,0,1,1,8
Kent Bazemore,20,3,7,1,3,1,1,0,2,3,1,1,0,1,1,8
Miloš Teodosić,20,2,6,1,4,0,0,0,2,2,4,0,0,1,2,7
Greg Ostertag,19,1,3,0,0,1,2,2,3,5,0,0,1,0,2,4
Hakim Warrick,19,3,6,0,0,2,3,1,2,4,0,0,0,1,1,9
Bobby Portis,19,4,8,0,2,1,1,1,4,5,1,0,0,1,1,10
Kevin Willis,19,3,7,0,0,1,2,1,3,5,0,0,0,1,2,8
C.J. Watson,19,2,5,0,2,1,1,0,1,1,2,0,0,1,1,7
C.J. Miles,19,3,8,1,4,1,1,0,1,2,1,0,0,0,2,9
Tariq Abdul-Wahad,19,2,7,0,0,1,2,1,2,3,1,0,0,1,2,7
Bismack Biyombo,19,1,3,0,0,1,2,1,4,6,0,0,1,0,2,5
Jordan McLaughlin,19,2,5,0,2,0,1,0,1,1,4,1,0,1,1,7
Ish Smith,19,3,7,0,1,0,1,0,2,2,3,0,0,1,1,7
Todd Day,19,3,8,1,3,1,2,0,1,2,1,0,0,1,2,9
Gheorghe Mureșan,19,3,5,0,0,1,2,1,3,5,0,0,1,1,2,8
Jonathon Simmons,19,3,6,0,1,1,2,0,1,2,1,0,0,1,1,8
Jahlil Okafor,19,4,8,0,0,1,2,1,3,5,0,0,0,1,2,11
Larry Sanders,19,2,5,0,0,0,1,2,3,5,0,0,1,0,2,6
Gary Trent Jr.,19,2,6,1,3,0,0,0,1,1,0,0,0,0,1,7
J.J. Barea,19,3,8,0,2,1,1,0,1,2,3,0,0,1,1,8
Ira Newble,19,2,4,0,0,0,0,1,1,2,0,0,0,0,1,4
Trevor Booker,19,2,5,0,0,0,1,1,3,5,1,0,0,0,2,6
Stanley Johnson,19,2,6,0,2,0,1,0,2,3,1,0,0,1,1,6
Stromile Swift,19,3,6,0,0,2,3,1,3,4,0,0,1,1,2,8
Thomas Bryant,19,4,7,0,1,1,1,1,4,6,1,0,0,0,1,10
Bryce Dejean-Jones,19,2,4,0,2,0,1,0,2,3,1,0,0,0,1,5
Kobi Simmons,19,2,5,0,1,0,0,0,1,1,2,0,0,1,1,5
Tyrus Thomas,19,2,6,0,0,1,2,1,3,4,0,0,1,1,2,7
Terrance Ferguson,19,1,4,1,2,0,0,0,0,1,0,0,0,0,2,4
David Nwaba,19,2,5,0,0,1,2,0,2,3,1,0,0,0,2,6
James Ennis III,19,2,5,0,2,1,1,1,2,3,0,0,0,0,2,6
Doug McDermott,19,3,6,1,2,0,0,0,1,2,0,0,0,0,1,8
Matthew Dellavedova,19,1,5,0,2,0,0,0,1,1,3,0,0,1,1,5
Danny Manning,19,3,7,0,0,1,2,1,2,3,1,0,0,1,2,8
Dante Cunningham,19,2,5,0,0,0,0,1,2,3,0,0,0,0,1,5
Donte DiVincenzo,19,2,6,1,3,0,1,0,3,4,1,1,0,1,1,7
Matisse Thybulle,19,1,3,0,2,0,0,0,1,1,1,1,0,0,2,4
Robert Pack,19,2,6,0,0,1,2,0,1,1,4,1,0,2,1,7
Chris Mihm,19,2,6,0,0,1,2,1,3,5,0,0,1,1,2,7
Dragan Bender,19,1,4,0,3,0,0,0,3,3,1,0,0,1,1,5
Earl Boykins,19,3,7,0,1,1,2,0,0,1,3,0,0,1,1,8
James Johnson,19,3,6,0,1,1,1,0,2,3,2,0,0,1,2,7
Marquis Daniels,19,3,6,0,0,1,1,0,1,2,1,0,0,1,1,7
Dejounte Murray,19,3,7,0,0,1,1,0,3,4,2,1,0,1,1,7
Derrick Williams,19,3,7,0,1,2,2,0,3,3,0,0,0,0,1,8
Chris Douglas-Roberts,19,2,5,0,1,1,1,0,1,2,1,0,0,0,1,7
Dedric Willoughby,19,2,7,1,3,1,2,0,1,2,2,0,0,1,1,7
Alex Len,19,3,6,0,0,1,2,2,4,6,0,0,0,1,2,7
Chris Wilcox,19,3,6,0,0,1,2,1,3,4,0,0,0,1,2,8
Danny Fortson,19,2,5,0,0,2,3,2,4,7,0,0,0,1,3,8
Melvin Booker,19,2,5,0,1,0,0,0,1,1,2,0,0,1,1,5
Christian Eyenga,19,2,6,0,1,0,0,0,1,2,0,0,0,0,1,6
Derrick McKey,19,1,4,0,0,0,1,1,2,3,1,0,0,0,2,4
Popeye Jones,19,2,5,0,0,0,1,2,3,5,0,0,0,0,2,5
Predrag Drobnjak,19,3,7,0,0,1,1,1,2,3,0,0,0,0,1,7
Damon Jones,19,2,5,1,3,0,0,0,1,1,2,0,0,0,1,6
Damyean Dotson,19,2,6,1,3,0,0,0,2,2,1,0,0,0,1,7
Pat Garrity,19,2,6,1,2,0,0,0,2,2,0,0,0,0,2,7
Dana Barros,19,3,7,1,2,1,1,0,1,1,2,0,0,1,1,8
Rashad McCants,19,3,8,1,3,1,1,0,1,2,1,0,0,1,2,9
Willie Green,19,3,7,0,2,0,1,0,1,1,1,0,0,0,1,8
Reggie Bullock,19,2,5,1,3,0,0,0,1,2,1,0,0,0,1,6
Linas Kleiza,19,3,6,0,2,1,2,0,2,3,0,0,0,0,2,8
Adam Morrison,19,2,7,0,2,0,1,0,1,2,1,0,0,1,1,7
Jaren Jackson,19,2,5,1,3,0,0,0,1,2,1,0,0,0,1,6
Jerome Dyson,19,2,5,0,0,3,4,0,1,2,2,1,0,2,2,7
Michael Curry,19,1,3,0,0,1,1,0,1,1,1,0,0,0,2,4
Yogi Ferrell,19,2,6,1,3,1,1,0,1,2,2,0,0,0,1,7
Jeff Foster,19,1,3,0,0,1,1,2,4,6,0,0,0,0,2,4
Ed Davis,19,2,4,0,0,1,1,2,4,6,0,0,0,0,2,6
Sekou Doumbouya,19,2,6,0,2,0,1,0,2,3,0,0,0,0,2,6
Sean Kilpatrick,19,3,8,1,3,2,2,0,2,2,1,0,0,1,1,10
Ömer Aşık,19,1,3,0,0,1,2,2,4,7,0,0,0,1,2,5
Chase Budinger,19,2,6,1,2,1,1,0,2,3,1,0,0,0,1,7
Eric Mika,19,2,3,0,0,2,2,2,5,7,0,0,0,0,5,6
Lucious Harris,19,2,6,0,1,1,1,0,1,2,1,0,0,0,1,7
Sam Perkins,19,2,5,1,2,1,1,0,2,3,0,0,0,0,1,6
Nik Stauskas,19,2,5,1,3,1,1,0,1,2,1,0,0,1,1,6
Sam Mitchell,19,2,6,0,0,1,2,0,2,2,1,0,0,0,1,7
Jalen Brunson,19,3,7,0,2,1,1,0,1,2,3,0,0,1,1,8
Allonzo Trier,19,3,7,0,2,2,3,0,2,2,1,0,0,1,1,9
Nick Collison,19,2,4,0,0,0,1,1,3,5,1,0,0,0,2,5
Chandler Hutchison,19,2,5,0,1,0,1,0,3,4,0,0,0,0,1,6
Joel Przybilla,19,1,2,0,0,0,1,1,4,6,0,0,1,0,2,3
Ryan Arcidiacono,19,1,4,0,2,0,0,0,1,2,2,0,0,0,1,5
Erick Strickland,19,2,6,0,2,1,1,0,2,2,2,0,0,1,1,7
Zaza Pachulia,19,2,4,0,0,1,2,2,3,5,1,0,0,1,2,6
John Henson,19,3,5,0,0,1,1,1,3,5,1,0,1,1,2,7
Jason Caffey,19,2,5,0,0,1,2,1,2,4,0,0,0,1,2,7
Loy Vaught,19,3,7,0,0,0,1,1,4,5,0,0,0,0,2,7
Omri Casspi,19,2,6,0,2,1,1,0,3,4,1,0,0,1,1,7
Darius Miller,19,2,4,1,3,0,0,0,1,1,1,0,0,0,1,5
J.R. Bremer,18,2,6,1,3,0,1,0,1,1,2,0,0,0,1,6
Anthony Goldwire,18,2,5,0,2,1,1,0,1,1,2,0,0,0,1,6
Damien Wilkins,18,2,5,0,1,1,1,0,1,2,1,0,0,0,1,6
Tiago Splitter,18,2,5,0,0,1,2,1,3,4,1,0,0,1,1,7
Patty Mills,18,3,7,1,3,0,0,0,1,1,2,0,0,0,1,8
David Vanterpool,18,2,5,0,0,1,2,0,1,1,3,1,0,1,2,5
Derrick Byars,18,1,5,0,3,2,2,3,2,5,0,1,0,0,1,5
Kendall Marshall,18,1,4,0,2,0,0,0,1,1,4,0,0,1,1,5
Kelvin Cato,18,2,4,0,0,1,2,1,3,5,0,0,1,0,2,5
Anthony Tolliver,18,2,4,1,3,0,1,0,2,3,0,0,0,0,1,6
Anthony Johnson,18,2,5,0,1,0,1,0,1,1,2,0,0,1,1,5
Toney Douglas,18,2,6,1,3,0,1,0,1,2,2,0,0,1,1,7
Danny Ferry,18,2,5,0,1,0,0,0,1,2,1,0,0,0,2,5
Omari Johnson,18,2,5,1,3,0,0,1,1,2,1,0,0,0,1,5
Nate Wolters,18,2,5,0,0,0,1,0,1,2,2,0,0,0,1,5
Dean Garrett,18,2,4,0,0,0,1,1,3,5,0,0,1,0,1,4
Nate McMillan,18,1,3,0,2,0,0,0,2,2,3,1,0,0,2,3
Justin Jackson,18,2,5,0,2,0,0,0,2,2,1,0,0,0,1,6
Dee Brown,18,2,6,1,3,0,0,0,1,1,2,0,0,1,1,6
Aaron Holiday,18,2,6,1,2,0,1,0,1,1,2,0,0,1,1,7
Torrey Craig,18,2,4,0,2,0,0,1,2,3,0,0,0,0,2,5
Anthony Brown,18,1,4,0,2,0,0,0,2,2,0,0,0,0,1,3
Dell Curry,18,3,7,1,3,0,0,0,1,1,1,0,0,0,1,8
Othella Harrington,18,2,5,0,0,1,2,1,2,4,0,0,0,1,2,7
Tracy Murray,18,3,7,1,3,1,1,0,1,2,0,0,0,0,1,8
DeAndre' Bembry,18,2,5,0,1,0,1,0,2,3,1,1,0,1,1,6
Delon Wright,18,2,5,0,1,1,1,0,2,2,2,1,0,0,1,6
Myke Henry,18,2,5,0,2,0,0,0,1,1,1,1,0,0,1,5
Mychel Thompson,18,1,4,0,2,0,0,0,1,1,1,0,0,1,1,3
Antoine Wright,18,2,4,0,1,0,1,0,1,2,0,0,0,0,1,5
Henry Sims,18,2,6,0,0,1,2,1,3,4,1,0,0,1,2,7
Keith McLeod,18,1,5,0,1,1,2,0,1,1,2,0,0,1,1,5
Juan Dixon,18,3,7,0,2,1,1,0,1,1,1,0,0,1,1,8
De'Anthony Melton,18,2,5,0,2,1,1,0,2,3,3,1,0,1,2,6
Lee Nailon,18,3,7,0,0,1,1,1,1,3,0,0,0,1,1,8
Reggie Evans,18,1,2,0,0,1,2,2,4,7,0,0,0,1,2,4
Marquese Chriss,18,2,6,0,2,1,2,1,3,4,1,0,0,1,2,7
Jordan Farmar,18,2,6,1,2,0,1,0,1,1,2,0,0,1,1,7
Gerald Green,18,3,8,1,3,1,1,0,1,2,0,0,0,1,1,9
Alex Caruso,18,2,4,0,1,1,1,0,1,2,2,0,0,1,1,5
Jiří Welsch,18,2,5,0,1,1,1,0,1,2,1,0,0,1,1,6
Walt Lemon Jr.,18,4,9,0,0,0,1,0,2,2,3,1,0,1,1,9
Dwight Powell,18,2,5,0,0,1,2,1,3,4,0,0,0,0,2,7
Gary Trent,18,3,6,0,0,1,2,1,2,4,0,0,0,1,2,8
Vonteego Cummings,18,2,6,0,1,1,1,0,1,1,2,0,0,1,1,6
Jamel Artis,18,2,5,0,1,0,0,0,2,2,1,0,0,0,0,5
Eddie Johnson,18,2,7,0,2,1,1,0,1,2,1,0,0,0,1,8
Kyle Anderson,18,2,4,0,0,0,1,0,3,3,1,0,0,0,1,5
Eddie Robinson,18,3,6,0,0,0,1,0,1,2,0,0,0,0,1,6
Ryan Kelly,18,1,5,0,1,1,1,0,2,3,1,0,0,0,1,6
Kyle Weaver,18,1,4,0,1,0,0,0,1,2,1,0,0,1,1,4
Brian Shaw,18,1,4,0,1,0,0,0,2,2,2,0,0,1,1,4
Marc Jackson,18,3,6,0,0,2,2,1,2,4,0,0,0,1,2,8
Vitaly Potapenko,18,2,5,0,0,1,1,1,2,4,0,0,0,1,2,6
Josh McRoberts,18,2,4,0,1,0,1,1,2,3,2,0,0,0,1,5
Fred Hoiberg,18,1,4,0,1,1,1,0,2,2,1,0,0,0,1,5
Carlos Rogers,18,2,5,0,0,1,2,1,2,4,0,0,0,0,1,6
Shane Larkin,18,2,4,0,1,0,0,0,1,1,2,0,0,1,1,5
Buck Williams,18,2,4,0,0,1,2,2,2,4,0,0,0,0,2,5
Eric Piatkowski,18,2,6,1,2,1,1,0,1,2,0,0,0,0,1,7
Shake Milton,18,2,6,1,3,0,1,0,1,2,2,0,0,0,2,8
Stéphane Lasme,18,2,4,0,0,1,2,1,1,3,0,0,1,0,2,5
Anthony Carter,18,1,4,0,0,0,0,0,1,2,3,0,0,1,1,4
Khalid El-Amin,18,2,6,0,1,1,1,0,1,1,2,0,0,1,1,6
Cody Martin,18,1,4,0,1,0,1,0,2,3,1,0,0,0,1,4
Jeff Taylor,18,2,5,0,1,0,1,0,1,1,0,0,0,0,1,6
Devin Brown,18,2,6,0,1,1,1,0,1,2,1,0,0,1,1,6
Greg Oden,18,2,5,0,0,1,2,2,3,5,0,0,1,1,3,7
Terry Davis,18,1,2,0,0,0,1,2,2,5,0,0,0,0,2,3
Quinton Ross,18,1,4,0,0,0,0,0,1,2,0,0,0,0,1,4
Terrence Williams,18,2,6,0,1,0,1,0,3,3,2,0,0,1,1,6
Randy Brown,18,1,4,0,0,0,1,0,1,1,2,1,0,1,1,4
Greg Buckner,18,1,4,0,1,0,0,0,1,2,1,0,0,0,2,4
Wayne Selden,18,2,6,0,2,0,1,0,1,2,1,0,0,1,1,7
Raül López,18,2,5,0,1,1,1,0,1,1,3,0,0,1,2,6
Greg Anthony,18,2,5,0,2,1,1,0,1,1,3,1,0,1,1,6
Chuck Person,18,1,5,1,3,0,0,0,2,2,1,0,0,0,1,5
Richaun Holmes,18,3,5,0,0,1,1,1,3,4,0,0,0,0,2,8
Jerome Kersey,18,2,5,0,0,0,1,1,2,3,1,1,0,0,2,5
Jordan Hill,18,3,6,0,0,1,1,2,3,5,0,0,0,1,2,7
Chris Whitney,18,2,5,1,2,1,1,0,1,1,2,0,0,1,1,6
Keyon Dooling,18,2,5,0,1,1,1,0,1,1,2,0,0,1,1,6
Maurice Evans,18,2,5,0,2,0,1,0,1,2,0,0,0,0,1,6
Jerian Grant,17,2,5,0,1,1,1,0,1,1,2,0,0,0,1,5
Šarūnas Jasikevičius,17,2,5,0,2,1,1,0,1,1,2,0,0,1,1,6
Trey Lyles,17,2,6,0,2,0,1,0,3,4,1,0,0,0,1,7
Will Bynum,17,3,7,0,0,1,2,0,1,1,3,0,0,1,1,8
Jahidi White,17,2,4,0,0,1,2,2,3,5,0,0,1,1,2,5
Tyus Jones,17,2,4,0,1,0,0,0,1,1,3,0,0,0,0,5
Jalen McDaniels,17,2,4,0,1,0,1,0,3,4,0,0,0,0,2,5
Jason Maxiell,17,2,4,0,0,1,1,1,2,4,0,0,0,0,1,5
Jamil Wilson,17,2,5,1,4,0,0,0,1,2,0,0,0,0,2,7
Jon Barry,17,2,4,0,2,1,1,0,1,2,2,0,0,1,1,6
Vincent Askew,17,1,3,0,0,1,1,0,1,2,1,0,0,1,2,4
Adonal Foyle,17,1,3,0,0,0,0,1,2,4,0,0,1,0,2,4
Alexey Shved,17,2,6,0,2,1,2,0,1,1,2,0,0,1,1,7
Will Perdue,17,1,3,0,0,0,1,2,3,5,0,0,0,0,1,4
Lance Thomas,17,1,4,0,1,0,1,0,1,2,0,0,0,0,1,5
Ime Udoka,17,1,4,0,1,0,0,0,2,2,0,0,0,0,1,5
Casey Jacobsen,17,1,4,0,2,1,1,0,1,1,1,0,0,0,1,5
Dickey Simpkins,17,1,3,0,0,1,2,1,2,4,1,0,0,1,2,4
Ray McCallum,17,2,5,0,1,0,0,0,1,1,2,0,0,0,1,5
Reggie Williams,17,2,6,0,2,0,1,0,1,2,1,0,0,0,1,7
Chuck Hayes,17,1,3,0,0,0,0,1,3,4,1,0,0,0,2,3
Donatas Motiejūnas,17,2,6,0,1,0,1,1,2,3,1,0,0,1,2,7
Chris Singleton,17,1,4,0,1,0,0,0,2,3,0,0,0,0,2,4
Rodions Kurucs,17,2,5,0,2,0,1,0,2,3,0,0,0,1,2,6
Marty Conlon,17,2,5,0,0,1,2,1,2,3,1,0,0,1,1,6
Rodney Purvis,17,2,6,0,3,0,0,0,1,1,1,0,0,0,1,6
Roger Mason,17,2,5,1,2,0,0,0,1,1,1,0,0,0,1,6
Roshown McLeod,17,2,7,0,0,1,1,0,1,2,1,0,0,1,1,7
Mark Davis,17,2,5,0,0,1,1,1,1,3,1,0,0,1,2,6
Chris Andersen,17,1,3,0,0,1,2,1,3,5,0,0,1,0,1,5
Dāvis Bertāns,17,2,5,1,4,0,0,0,2,2,1,0,0,0,1,7
Mario Hezonja,17,2,6,0,2,0,1,0,2,3,1,0,0,1,1,6
Eduardo Nájera,17,1,3,0,0,0,1,1,2,3,0,0,0,0,2,4
Malik Beasley,17,3,6,1,3,0,0,0,1,2,0,0,0,0,1,8
Michael Porter Jr.,17,3,7,1,3,1,1,1,4,5,0,0,0,1,1,9
Dewayne Dedmon,17,2,4,0,1,0,1,1,4,5,0,0,0,0,2,6
Primož Brezec,17,2,5,0,0,1,1,1,2,3,0,0,0,0,2,7
Dante Exum,17,2,5,0,2,0,1,0,1,1,2,0,0,1,1,5
Norman Powell,17,3,6,1,2,1,1,0,1,2,1,0,0,0,1,8
Darrell Arthur,17,2,6,0,0,0,0,1,2,3,0,0,0,0,2,6
Oliver Miller,17,2,3,0,0,0,1,1,2,4,1,0,1,1,2,4
Darko Miličić,17,2,5,0,0,0,1,1,2,4,0,0,1,1,2,5
Darius Songaila,17,2,5,0,0,1,1,1,2,3,1,0,0,0,2,6
Omari Spellman,17,2,5,0,2,1,1,1,2,4,0,0,0,0,1,6
Darius Bazley,17,2,5,0,2,0,1,0,3,4,0,0,0,0,0,5
Daniel Theis,17,2,4,0,1,1,1,1,3,4,1,0,0,0,2,6
Mikki Moore,17,2,4,0,0,1,1,1,2,3,0,0,0,0,2,5
P.J. Hairston,17,2,6,1,3,0,0,0,1,2,0,0,0,0,1,5
Monty Williams,17,2,5,0,0,1,2,1,1,2,1,0,0,1,1,6
Derrick Jones Jr.,17,2,4,0,1,1,1,1,2,3,0,0,0,0,1,6
Mirza Teletović,17,2,6,1,4,0,0,0,2,3,0,0,0,0,1,7
Milt Palacio,17,1,4,0,0,1,1,0,1,1,2,0,0,1,1,4
Pooh Richardson,17,1,5,0,1,0,0,0,1,1,3,0,0,0,1,4
Devean George,17,2,5,0,1,0,1,0,2,3,0,0,0,0,2,5
Malcolm Delaney,17,2,5,0,1,1,1,0,1,1,2,0,0,1,1,5
Mark Bryant,17,2,4,0,0,1,1,1,2,3,0,0,0,0,2,5
Kris Humphries,17,2,5,0,0,1,2,1,3,5,0,0,0,0,1,6
Caleb Martin,17,2,4,1,2,0,1,0,1,2,1,0,0,0,1,6
Haywoode Workman,17,1,4,0,1,0,0,0,1,1,3,0,0,1,1,4
Keldon Johnson,17,3,5,0,1,2,2,0,2,3,0,0,0,0,1,9
Timofey Mozgov,17,2,5,0,0,1,1,1,3,4,0,0,0,1,2,6
Greg Minor,17,2,5,0,0,0,1,0,1,2,1,0,0,0,1,5
Terry Cummings,17,3,6,0,0,1,1,1,2,4,0,0,0,0,2,7
Boštjan Nachbar,17,2,5,1,2,1,1,0,2,2,0,0,0,0,2,7
Sonny Weems,17,2,6,0,0,0,0,0,1,2,1,0,0,1,1,6
Shelvin Mack,17,2,5,0,2,0,1,0,1,1,3,0,0,1,1,6
Brian Skinner,17,1,3,0,0,0,1,1,3,4,0,0,0,0,2,4
Byron Mullens,17,2,7,0,1,0,1,1,3,4,0,0,0,0,1,7
Byron Scott,17,2,4,0,2,1,1,0,1,1,1,0,0,0,1,6
Jason Kapono,17,2,5,0,2,0,0,0,1,1,0,0,0,0,1,6
Eric Murdock,17,2,5,0,1,1,1,0,1,1,2,1,0,1,1,6
Carlos Arroyo,17,2,5,0,0,1,1,0,1,1,3,0,0,1,1,6
Josh Boone,16,2,3,0,0,0,1,1,2,4,0,0,0,0,1,5
Paul Zipser,16,1,4,0,2,0,0,0,2,2,0,0,0,0,1,4
Terence Davis,16,2,5,1,3,0,0,0,2,3,1,0,0,1,1,7
Manny Harris,16,2,5,0,1,1,1,0,2,2,1,0,0,1,1,6
Moochie Norris,16,1,4,0,0,1,1,0,1,1,2,0,0,1,1,5
Pablo Prigioni,16,1,2,0,2,0,0,0,1,1,2,0,0,0,1,3
Malik Rose,16,2,5,0,0,1,2,1,2,4,0,0,0,1,2,6
Xavier McDaniel,16,1,4,0,0,0,1,1,2,4,0,0,0,0,2,4
Tim Frazier,16,1,4,0,1,0,1,0,1,2,3,0,0,1,1,4
Malik Monk,16,3,7,1,4,1,1,0,1,1,1,0,0,1,1,8
Jaxson Hayes,16,2,4,0,0,1,2,1,2,4,0,0,0,0,2,7
Shabazz Napier,16,2,5,0,2,1,1,0,1,1,2,0,0,1,1,7
Salim Stoudamire,16,2,6,1,2,1,1,0,1,1,1,0,0,1,1,7
Naz Reid,16,3,8,1,3,1,1,1,3,4,1,0,0,0,2,8
Zach Collins,16,2,4,0,1,0,1,1,2,3,0,0,0,0,2,5
Scott Williams,16,2,4,0,0,0,1,1,2,4,0,0,0,0,2,5
Keith Askins,16,1,3,0,1,0,0,0,1,2,0,0,0,0,2,3
Tony Massenburg,16,2,4,0,0,1,1,1,2,4,0,0,0,0,2,5
Tony Smith,16,1,4,0,1,0,0,0,0,1,2,0,0,1,1,4
Kareem Rush,16,2,6,0,2,0,0,0,1,1,0,0,0,0,1,6
Nicolò Melli,16,2,5,1,3,0,1,0,2,3,1,0,0,0,2,6
Noah Vonleh,16,1,4,0,0,0,1,1,3,5,0,0,0,0,1,4
Kevinn Pinkney,16,2,4,0,0,1,1,1,1,2,0,0,0,0,2,5
Pero Antić,16,1,5,0,2,1,1,0,2,3,0,0,0,0,2,5
Roy Rogers,16,2,4,0,0,0,1,1,2,3,0,0,1,0,1,4
Svi Mykhailiuk,16,2,5,1,3,0,0,0,1,1,1,0,0,0,1,6
Lawrence Moten,16,2,6,0,1,0,1,0,1,1,1,0,0,1,1,6
Lavoy Allen,16,2,4,0,0,0,0,1,2,4,0,0,0,0,1,4
Rodrick Rhodes,16,1,4,0,0,1,2,0,0,1,1,0,0,1,1,5
Shabazz Muhammad,16,3,7,0,1,1,2,1,1,2,0,0,0,0,1,8
Justin Hamilton,16,2,5,0,1,0,0,1,2,3,0,0,0,0,1,6
Walter McCarty,16,1,4,0,2,0,0,0,1,2,1,0,0,0,2,5
Rodney Buford,16,2,6,0,1,0,0,0,1,2,0,0,0,0,1,5
Shannon Brown,16,2,6,0,1,1,1,0,1,1,1,0,0,0,1,7
Shaquille Harrison,16,2,5,0,1,1,1,0,2,2,1,1,0,0,1,6
Ricky Pierce,16,2,6,0,1,1,2,0,1,1,1,0,0,0,1,8
Shawne Williams,16,2,5,0,2,0,0,0,2,3,0,0,0,0,2,5
Wes Iwundu,16,1,3,0,1,1,1,0,1,2,1,0,0,0,1,4
John Amaechi,16,2,5,0,0,1,2,0,1,2,0,0,0,1,1,6
Skal Labissière,16,2,5,0,0,1,1,1,2,4,1,0,0,1,2,7
MarShon Brooks,16,2,6,0,1,1,1,0,1,2,1,0,0,1,1,7
Viktor Khryapa,16,1,3,0,0,0,1,1,2,3,0,0,0,0,2,4
Tyler Zeller,16,2,5,0,0,1,1,1,2,4,0,0,0,0,2,6
Mike Batiste,16,2,6,0,1,0,1,1,2,3,0,0,0,0,1,6
Stanley Roberts,16,2,5,0,0,1,2,1,3,4,0,0,0,0,2,6
Kirk Snyder,16,2,5,0,1,1,1,0,1,2,1,0,0,0,1,6
Tyler Hansbrough,16,2,4,0,0,2,3,1,2,4,0,0,0,0,2,6
Luke Walton,16,1,4,0,0,0,0,0,1,2,2,0,0,1,1,4
Jonas Jerebko,16,2,4,0,1,0,1,1,2,3,0,0,0,0,1,5
Anfernee Simons,16,2,6,0,2,0,1,0,1,1,1,0,0,0,1,6
Furkan Korkmaz,16,2,6,1,3,0,1,0,1,2,0,0,0,0,1,7
DerMarr Johnson,16,2,5,0,2,0,1,0,1,2,0,0,0,0,1,6
JaVale McGee,16,3,5,0,0,1,1,1,3,5,0,0,1,0,2,7
J.R. Reid,16,2,4,0,0,1,1,0,2,3,0,0,0,0,2,5
Darrick Martin,16,2,5,0,2,1,1,0,0,1,2,0,0,1,1,6
James Robinson,16,2,6,1,3,1,1,0,1,1,1,0,0,1,1,7
Emanual Davis,16,1,4,0,1,0,0,0,1,1,1,0,0,1,1,4
Austin Croshere,16,2,5,0,1,1,1,1,2,3,0,0,0,0,1,6
Etan Thomas,16,2,4,0,0,1,2,1,3,4,0,0,1,0,2,5
Donté Greene,16,2,5,0,2,0,1,0,1,2,0,0,0,0,1,6
Felipe López,16,2,5,0,0,1,1,0,1,2,1,0,0,1,1,5
Andrew Lang,16,1,3,0,0,0,0,1,2,3,0,0,0,0,2,3
Andrew DeClercq,16,1,3,0,0,0,1,1,2,4,0,0,0,0,3,4
Daequan Cook,16,2,5,1,3,0,0,0,1,2,0,0,0,0,1,6
Eddie House,16,2,6,1,2,0,0,0,1,1,1,0,0,0,1,7
Corie Blount,16,1,3,0,0,0,0,1,2,4,0,0,0,0,2,3
Donald Sloan,16,2,4,0,1,0,1,0,1,2,2,0,0,1,0,5
Henry Walker,16,2,4,1,2,0,0,0,1,2,0,0,0,0,2,5
James Anderson,16,2,5,0,2,0,0,0,1,2,1,0,0,0,1,5
Isaiah Taylor,16,2,5,0,1,1,1,0,1,1,2,0,0,1,1,6
Craig Smith,16,3,5,0,0,1,2,1,2,3,0,0,0,1,2,7
Glenn Robinson III,16,2,4,0,1,0,0,0,1,2,0,0,0,0,0,5
Cory Alexander,16,2,5,0,2,1,1,0,1,1,2,0,0,1,1,6
Harvey Grant,16,1,3,0,0,0,0,0,1,2,0,0,0,0,1,3
Aaron Williams,16,2,4,0,0,1,1,1,2,3,0,0,0,0,2,5
Mike Scott,15,2,5,0,2,0,0,0,2,3,0,0,0,0,1,6
John Wallace,15,2,6,0,0,1,2,0,1,2,0,0,0,1,1,7
Derrick Zimmerman,15,1,1,0,0,0,0,0,1,2,3,0,0,2,2,2
Nazr Mohammed,15,2,4,0,0,0,1,1,2,4,0,0,0,0,2,5
Jake Tsakalidis,15,1,3,0,0,1,1,1,2,3,0,0,0,0,2,4
Mike Sweetney,15,2,4,0,0,1,2,1,2,4,0,0,0,1,2,6
Jacque Vaughn,15,1,3,0,0,0,1,0,1,1,2,0,0,0,1,4
Miles Plumlee,15,2,4,0,0,0,1,1,2,4,0,0,0,0,1,4
Quincy Acy,15,1,3,0,1,0,1,0,2,3,0,0,0,0,1,4
DeJuan Blair,15,2,5,0,0,0,1,1,3,4,0,0,0,1,2,6
