,playerName,MP,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Pos
1508,Sam Jacobson,10,1,3,0,0,0,0,0,0,1,0,0,0,0,1,4,G-F
1509,Tyler Cavanaugh,10,1,3,0,1,0,0,0,1,2,0,0,0,0,1,3,F
1510,Ty Jerome,10,1,3,0,1,0,0,0,1,1,1,0,0,0,0,3,G
1511,Tarence Kinsey,10,1,3,0,0,1,1,0,0,1,0,0,0,0,0,4,G
1512,Džanan Musa,10,1,3,0,1,1,1,0,1,1,0,0,0,0,0,4,G-F
1513,Tang Hamilton,10,1,2,0,0,0,0,0,1,2,0,0,0,0,1,2,F
1514,Gaylon Nickerson,10,1,3,0,0,1,1,0,1,1,0,0,0,0,0,3,G
1515,Josh Powell,10,1,3,0,0,0,0,0,1,2,0,0,0,0,1,3,F
1516,Martin Müürsepp,10,1,3,0,0,1,1,0,1,2,0,0,0,0,1,4,F
1517,Alex Poythress,10,1,3,0,1,0,0,0,1,2,0,0,0,0,1,3,F
1518,Sundiata Gaines,10,1,3,0,1,0,1,0,1,1,1,0,0,0,0,4,G
1519,Eddie Gill,10,0,2,0,1,0,0,0,0,1,1,0,0,0,1,3,G
1520,Jeremiah Martin,10,2,5,0,1,1,1,0,1,1,1,0,0,0,0,6,G
1521,Antonio Lang,10,0,1,0,0,0,0,0,1,1,0,0,0,0,1,2,F-G
1522,Antonis Fotsis,10,1,3,0,0,0,0,0,1,2,0,0,0,0,0,3,F
1523,Tony Dumas,10,1,3,0,1,0,0,0,0,0,0,0,0,0,1,3,G
1524,Lynn Greer,10,1,3,0,1,0,0,0,0,0,1,0,0,0,0,4,G
1525,Todd Fuller,10,1,3,0,0,0,1,1,1,2,0,0,0,0,1,3,C
1526,Frank Williams,10,1,3,0,1,0,0,0,0,0,1,0,0,0,1,3,G
1527,Laron Profit,10,1,3,0,0,0,0,0,1,1,1,0,0,0,1,3,G-F
1528,J.R. Henderson,10,1,3,0,0,0,1,0,0,1,0,0,0,0,0,3,F
1529,Sindarius Thornwell,10,0,2,0,0,0,0,0,1,1,0,0,0,0,1,2,G
1530,Solomon Jones,10,1,2,0,0,0,1,0,1,2,0,0,0,0,1,2,F
1531,Jordan Bell,10,1,2,0,0,0,0,0,1,2,1,0,0,0,1,3,F
1532,Charles Shackleford,10,1,2,0,0,0,0,1,2,4,0,0,0,0,2,3,F-C
1533,Chinanu Onuaku,10,1,1,0,0,0,0,0,1,2,0,0,0,1,1,2,F-C
1534,Benoit Benjamin,10,1,2,0,0,0,1,0,1,2,0,0,0,0,1,3,C
1535,Mengke Bateer,10,1,3,0,0,0,0,0,1,2,0,0,0,0,2,3,C
1536,Rob Kurz,10,1,3,0,0,1,1,0,1,2,0,0,0,0,1,3,F
1537,Jerald Honeycutt,10,1,4,0,1,0,1,0,1,1,0,0,0,0,1,4,F-G
1538,Bill Curley,10,1,2,0,0,0,0,0,1,1,0,0,0,0,2,2,F
1539,Theo Pinson,10,1,4,0,2,0,0,0,1,1,1,0,0,0,0,3,G
1540,Chris Richard,10,0,1,0,0,0,0,1,1,2,0,0,0,0,1,1,F
1541,Robert Hite,10,1,5,0,1,0,1,0,1,1,0,0,0,0,0,4,G
1542,Robert Williams,10,1,2,0,0,0,0,1,2,3,0,0,1,0,1,3,C-F
1543,Jud Buechler,10,1,2,0,1,0,0,0,1,1,0,0,0,0,0,2,F-G
1544,Bill Wennington,10,1,3,0,0,0,0,0,1,1,0,0,0,0,1,3,C
1545,Kevin Jones,10,1,3,0,0,0,0,1,1,2,0,0,0,0,0,2,F
1546,Mateen Cleaves,10,1,3,0,0,0,1,0,0,1,1,0,0,1,1,3,G
1547,Romeo Langford,10,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,G
1548,Joe Courtney,10,1,3,0,0,0,0,1,0,1,0,0,0,0,1,2,F
1549,Lorenzo Williams,10,0,1,0,0,0,0,1,1,2,0,0,0,0,1,1,F-C
1550,Dontonio Wingfield,10,1,3,0,1,0,0,1,1,2,0,0,0,0,2,4,F
1551,Isaac Humphries,10,1,4,0,2,0,0,0,1,2,0,0,0,0,1,3,C
1552,Blake Ahearn,10,1,3,0,2,1,1,0,0,1,1,0,0,1,1,4,G
1553,Loren Meyer,10,1,3,0,0,0,0,0,1,2,0,0,0,0,2,3,C
1554,Loren Woods,10,0,2,0,0,0,0,1,1,3,0,0,0,0,1,2,F-C
1555,Lorenzo Brown,10,1,3,0,1,0,0,0,1,1,1,0,0,0,0,2,G
1556,Ronald Dupree,10,1,3,0,0,0,1,0,1,2,0,0,0,0,1,3,F
1557,Jeremy Tyler,9,1,3,0,0,0,1,0,1,2,0,0,0,0,1,3,C
1558,Omar Cook,9,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,G
1559,Boban Marjanović,9,2,3,0,0,1,1,1,2,3,0,0,0,0,1,6,C
1560,Zhaire Smith,9,1,3,0,1,0,0,0,0,1,0,0,0,0,0,3,G
1561,Zoran Planinić,9,1,3,0,0,0,1,0,0,1,1,0,0,0,1,3,G
1562,Jermaine Jackson,9,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,G
1563,Nolan Smith,9,1,3,0,0,0,0,0,0,0,1,0,0,0,0,3,G
1564,Orlando Johnson,9,1,2,0,1,0,0,0,1,1,0,0,0,0,0,2,G
1565,Žarko Čabarkapa,9,1,3,0,0,0,1,0,1,2,0,0,0,0,1,4,F
1566,Brandon Goodwin,9,1,4,0,1,0,0,0,1,1,1,0,0,0,1,4,G
1567,Bol Bol,9,1,3,0,1,1,1,0,1,2,0,0,0,1,1,5,F-C
1568,Daniel Orton,9,0,1,0,0,0,1,0,1,2,0,0,0,0,1,2,C-F
1569,Jeremy Evans,9,1,2,0,0,0,0,0,1,2,0,0,0,0,1,3,F
1570,Norvel Pelle,9,1,1,0,0,0,0,0,2,2,0,0,1,0,2,2,F-C
1571,Terrel Harris,9,0,2,0,1,0,0,0,1,1,0,0,0,0,1,2,G
1572,Bobby Jones,9,1,2,0,0,0,1,0,1,1,0,0,0,0,1,3,F
1573,Dan McClintock,9,1,3,0,0,0,0,1,1,2,0,0,0,0,1,3,C
1574,Ricky Ledo,9,1,4,0,1,0,0,0,0,1,0,0,0,1,0,3,G
1575,Brian Evans,9,1,3,0,1,0,0,0,1,1,0,0,0,0,1,3,F
1576,Joe Stephens,9,1,3,0,0,0,0,0,1,2,0,0,0,0,0,3,F
1577,Chris Boucher,9,1,3,0,1,1,1,1,2,3,0,0,0,0,1,5,F
1578,Rawle Marshall,9,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,G-F
1579,Javonte Green,9,1,2,0,0,0,0,0,1,1,0,0,0,0,0,3,F
1580,Cory Higgins,9,1,4,0,0,0,1,0,0,0,0,0,0,0,1,3,G
1581,Joe Wolf,9,0,1,0,0,0,0,0,1,2,0,0,0,0,1,1,F-C
1582,Ray Owes,9,1,3,0,0,0,0,1,1,2,0,0,0,0,1,3,F
1583,Chris Garner,9,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,G
1584,Courtney Fortson,9,1,3,0,1,1,1,0,0,1,1,0,0,1,0,3,G
1585,Cole Aldrich,9,1,2,0,0,0,0,0,2,3,0,0,0,0,1,3,C
1586,Wayne Simien,9,1,2,0,0,0,0,0,1,1,0,0,0,0,1,3,F
1587,Wade Baldwin,9,0,2,0,0,0,0,0,0,1,1,0,0,0,1,2,G
1588,Aleksandar Radojević,9,0,1,0,0,0,1,0,1,2,0,0,0,1,2,1,C
1589,Alen Smailagić,9,1,2,0,0,1,1,0,1,1,0,0,0,0,1,4,F
1590,Richie Frahm,9,1,3,0,1,0,0,0,0,1,0,0,0,0,0,3,G
1591,Cory Jefferson,9,1,3,0,0,0,1,0,1,2,0,0,0,0,1,3,F
1592,Randell Jackson,9,1,3,0,0,0,1,1,0,1,0,0,0,0,1,4,F
1593,Pat Burke,9,1,3,0,0,0,0,0,1,2,0,0,0,0,1,3,C-F
1594,Bubba Wells,9,1,2,0,0,0,1,0,1,1,0,0,0,0,1,3,F
1595,Jeff Withey,9,1,2,0,0,0,1,0,1,2,0,0,0,0,1,3,C
1596,Tony Bradley,9,1,2,0,0,0,0,1,2,4,0,0,0,0,1,4,F-C
1597,Dalibor Bagarić,9,1,2,0,0,0,1,0,1,2,0,0,0,0,1,2,C
1598,Jarrell Brantley,9,0,3,0,1,0,0,0,1,2,1,0,0,0,1,2,F
1599,Adam Mokoka,9,1,2,0,1,0,0,0,0,0,0,0,0,0,1,2,G
1600,Antonio Burks,9,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,G
1601,Cal Bowdler,9,1,2,0,0,0,0,0,1,1,0,0,0,0,1,2,F
1602,Andrew Goudelock,9,1,4,0,1,0,0,0,0,0,0,0,0,0,0,4,G
1603,DaJuan Summers,9,1,3,0,0,0,0,0,0,0,0,0,0,0,1,3,F
1604,Sean Marks,9,1,2,0,0,0,0,0,1,2,0,0,0,0,1,2,F-C
1605,Tremont Waters,9,1,4,0,2,0,0,0,1,1,1,0,0,1,1,3,G
1606,James Nunnally,9,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,F
1607,Ansu Sesay,9,1,2,0,0,0,0,0,1,1,0,0,0,0,1,3,F
1608,Jaylen Nowell,9,1,3,0,1,1,1,0,0,0,1,0,0,0,0,3,G
1609,Jeff Foote,9,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,C
1610,Nick Fazekas,9,1,3,0,0,0,0,1,2,3,0,0,0,0,0,4,F
1611,Jorge Gutiérrez,9,1,2,0,0,0,0,0,0,1,1,0,0,0,1,2,G
1612,Devyn Marble,9,0,2,0,1,0,0,0,1,1,0,0,0,0,0,2,G-F
1613,Maciej Lampe,9,1,3,0,0,0,0,0,1,2,0,0,0,0,1,3,C
1614,Jon Brockman,9,0,1,0,0,0,0,1,1,3,0,0,0,0,1,2,F
1615,Duane Causwell,9,0,2,0,0,0,0,0,1,2,0,0,0,0,2,2,C
1616,Kim English,9,1,2,0,1,0,0,0,0,0,0,0,0,0,1,2,G
1617,Deng Adel,9,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,F
1618,David Vaughn,9,1,2,0,0,0,1,1,2,3,0,0,0,0,1,3,C
1619,David Vaughn,9,1,2,0,0,0,1,1,2,3,0,0,0,0,1,3,F
1620,Lester Hudson,9,1,4,0,1,0,0,0,0,1,1,0,0,0,0,4,G
1621,Jacob Evans,9,0,2,0,0,0,0,0,0,1,0,0,0,0,1,2,G-F
1622,Lazaro Borrell,9,1,3,0,0,0,0,0,1,2,0,0,0,0,0,3,F
1623,Mickell Gladness,9,0,2,0,0,0,0,0,1,2,0,0,0,0,1,2,C
1624,Mark West,9,0,1,0,0,0,0,0,1,2,0,0,0,0,1,1,C-F
1625,Keith Booth,9,1,3,0,0,0,1,0,1,2,0,0,0,0,1,2,F
1626,John Konchar,9,1,1,0,0,0,0,0,1,2,1,0,0,0,0,2,G
1627,Marquis Teague,9,0,2,0,0,0,0,0,0,0,1,0,0,0,1,2,G
1628,Mike Brown,9,0,1,0,0,1,1,1,1,2,0,0,0,0,1,2,C-F
1629,Mark Pope,9,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,F
1630,Greg Dreiling,9,0,1,0,0,0,0,0,1,1,0,0,0,0,1,2,C
1631,Mark Macon,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,G
1632,Gal Mekel,9,0,3,0,0,0,0,0,0,0,2,0,0,0,0,2,G
1633,Miye Oni,9,1,3,0,1,0,0,0,1,1,0,0,0,0,0,3,G
1634,Josh Magette,9,0,2,0,1,0,0,0,0,0,2,0,0,0,0,2,G
1635,Mitch Creek,9,1,3,0,0,1,1,1,1,2,1,0,0,0,0,4,G
1636,Hasheem Thabeet,9,0,1,0,0,0,0,0,1,2,0,0,0,0,2,2,C
1637,Ed Pinckney,9,0,1,0,0,0,0,0,1,2,0,0,0,0,1,2,F
1638,Marcus Haislip,9,1,3,0,0,0,0,0,0,1,0,0,0,0,1,3,F
1639,Ken Johnson,9,0,2,0,0,0,0,0,1,2,0,0,0,0,1,2,F
1640,Ken Johnson,9,0,2,0,0,0,0,0,1,2,0,0,0,0,1,2,F-C
1641,Nathan Jawai,9,1,2,0,0,0,0,1,1,2,0,0,0,0,1,2,C-F
1642,Dusty Hannahs,9,1,5,0,2,1,1,0,0,0,1,0,0,0,0,5,G
1643,Lamar Patterson,9,0,2,0,1,0,0,0,1,1,1,0,0,0,1,2,G-F
1644,Nicolás Laprovíttola,9,1,2,0,1,0,0,0,0,0,1,0,0,1,1,3,G
1645,Eric Moreland,9,0,1,0,0,0,0,0,2,3,0,0,0,0,1,1,F-C
1646,Maurice Carter,9,1,3,0,1,1,1,0,0,1,0,0,0,0,0,3,G
1647,Erick Barkley,9,1,3,0,0,0,0,0,0,0,1,0,0,0,1,2,G
1648,Drew Barry,9,0,1,0,1,0,0,0,0,1,1,0,0,0,1,2,G
1649,Jérôme Moïso,9,1,2,0,0,0,0,0,1,2,0,0,0,0,1,2,F-C
1650,Eric Dawson,9,1,3,0,0,0,0,1,1,2,0,0,0,0,1,3,F
1651,Luke Jackson,9,1,3,0,1,0,1,0,0,1,0,0,0,0,0,3,F-C
1652,Luke Jackson,9,1,3,0,1,0,1,0,0,1,0,0,0,0,0,3,F
1653,Maurice Ndour,9,1,2,0,0,0,0,0,1,2,0,0,0,0,0,3,F
1654,Negele Knight,9,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,G
1655,Georges Niang,9,1,3,0,2,0,0,0,1,1,0,0,0,0,0,4,F
1656,Justin Reed,9,1,3,0,0,0,1,0,0,1,0,0,0,0,1,3,F
1657,Matt Thomas,9,1,3,1,2,0,0,0,1,1,0,0,0,0,0,4,G
1658,Alex Stepheson,8,1,3,0,0,0,1,2,1,3,0,0,0,0,1,2,F
1659,Rafael Addison,8,1,2,0,0,0,0,0,0,1,0,0,0,0,1,3,F-G
1660,Gian Clavell,8,0,2,0,2,0,0,0,0,1,0,0,0,0,1,2,G
1661,Chris McCullough,8,1,3,0,0,0,0,0,1,1,0,0,0,0,0,3,F
1662,Cedric Bozeman,8,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,G
1663,Vassilis Spanoulis,8,0,2,0,0,1,1,0,0,0,0,0,0,0,1,2,G
1664,Mike Harris,8,1,2,0,0,0,1,0,1,2,0,0,0,0,1,3,F
1665,Desmond Penigar,8,1,2,0,0,0,0,0,1,2,0,0,0,0,1,3,F
1666,Jerry Smith,8,0,2,0,1,0,0,0,1,1,0,1,0,0,1,1,G
1667,Kevin Burleson,8,0,2,0,1,0,0,0,0,0,1,0,0,0,1,1,G
1668,Jabari Bird,8,1,2,0,0,0,1,0,1,1,0,0,0,0,0,3,G
1669,Chris Babb,8,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,G
1670,Kyrylo Fesenko,8,0,1,0,0,0,1,0,1,2,0,0,0,0,1,2,C
1671,Devontae Cacok,8,3,6,0,0,0,0,2,3,5,1,0,0,0,0,6,F
1672,Wang Zhizhi,8,1,3,0,1,0,1,0,1,1,0,0,0,0,1,4,C
1673,Mike Wilks,8,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,G
1674,Carsen Edwards,8,1,3,0,2,0,0,0,1,1,0,0,0,0,0,3,G
1675,Donta Smith,8,0,2,0,0,0,0,0,0,1,0,0,0,0,1,2,G-F
1676,Glen Rice Jr.,8,0,3,0,1,0,0,0,1,1,0,0,0,0,1,2,G
1677,Isaiah Hartenstein,8,1,2,0,0,0,0,0,1,2,0,0,0,0,1,3,F
1678,Robert Whaley,8,1,2,0,0,0,0,0,1,1,0,0,0,0,1,2,C
1679,Anthony Miller,8,1,2,0,0,0,1,1,1,2,0,0,0,0,1,2,F
1680,Dominique Jones,8,1,2,0,0,0,1,0,1,1,1,0,0,0,0,3,G
1681,Rumeal Robinson,8,1,2,0,1,0,0,0,0,0,1,0,0,0,1,3,G
1682,Anthony Grundy,8,1,3,0,1,0,1,0,1,1,0,0,0,0,1,4,G
1683,Chris Wright,8,1,2,0,0,0,1,0,1,1,0,0,0,0,1,3,F
1684,Chris Wright,8,1,2,0,0,0,1,0,1,1,0,0,0,0,1,3,G
1685,Michael Frazier,8,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,G
1686,Jameel Warney,8,2,4,0,0,1,1,1,1,3,0,0,0,0,0,5,F
1687,Jamal Sampson,8,0,1,0,0,0,0,1,2,3,0,0,0,0,1,1,F-C
1688,Drew Eubanks,8,1,2,0,0,0,0,0,1,2,0,0,0,0,1,3,F
1689,Travis Williams,8,1,2,0,0,0,1,1,1,2,0,0,0,0,1,3,F
1690,Alton Lister,8,0,1,0,0,0,0,1,1,2,0,0,0,0,1,1,C-F
1691,Marlon Garnett,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,G
1692,Donald Whiteside,8,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2,G
1693,Chris Taft,8,1,2,0,0,0,0,1,1,2,0,0,0,0,1,2,F
1694,Jimmy Oliver,8,1,2,0,1,0,0,0,0,1,0,0,0,0,0,2,G-F
1695,Ryan Humphrey,8,0,2,0,0,0,0,0,1,2,0,0,0,0,1,2,F
1696,Jeff Ayres,8,1,2,0,0,0,0,0,1,2,0,0,0,0,1,2,F
1697,Anthony Roberson,8,1,3,0,2,0,0,0,0,0,0,0,0,0,0,4,G
1698,Ryan Stack,8,0,2,0,0,0,1,0,1,1,0,0,0,0,1,2,F
1699,Jabari Smith,8,1,2,0,0,0,1,0,1,1,0,0,0,0,1,2,C
1700,Tracy Moore,8,1,3,0,1,0,1,0,0,0,0,0,0,0,0,3,G-F
1701,Reggie Geary,8,0,2,0,0,0,0,0,0,0,1,0,0,0,1,2,G
1702,Cedric Simmons,8,0,2,0,0,0,0,0,1,1,0,0,0,0,1,2,F
1703,Jamel Thomas,8,1,3,0,0,0,0,0,0,1,0,0,0,0,0,2,F
1704,Goga Bitadze,8,1,2,0,0,0,0,0,1,1,0,0,0,0,1,3,C
1705,Jeff Sheppard,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,G
1706,R.J. Hunter,8,1,2,0,1,0,0,0,0,1,0,0,0,0,0,2,G
1707,Billy Thomas,8,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,G
1708,Damone Brown,8,1,3,0,0,0,0,0,0,1,0,0,0,0,1,2,F
1709,Elmer Bennett,8,0,2,0,1,0,1,0,0,0,1,0,0,1,0,2,G
1710,Malachi Richardson,8,0,2,0,1,0,0,0,0,1,0,0,0,0,0,2,G
1711,Kay Felder,8,1,3,0,0,0,1,0,0,1,1,0,0,0,0,3,G
1712,Jamison Brewer,8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,G
1713,Dan Langhi,8,1,3,0,0,0,0,0,1,1,0,0,0,0,0,2,F
1714,Brett Szabo,8,0,1,0,0,0,0,0,1,2,0,0,0,0,1,2,C
1715,Nate Driggers,8,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,G
1716,Spud Webb,8,1,3,0,0,0,0,0,0,0,1,0,0,1,1,3,G
1717,Stacey King,8,1,2,0,0,0,0,1,1,2,0,0,0,0,1,2,F-C
1718,Daniel Hamilton,8,1,2,0,1,0,0,0,1,2,1,0,0,0,0,2,G-F
1719,Brandon Williams,8,0,3,0,0,0,0,0,0,1,0,0,0,0,1,2,G
1720,Brandon Williams,8,0,3,0,0,0,0,0,0,1,0,0,0,0,1,2,G
1721,Brandon Paul,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,G
1722,Paul Davis,8,1,2,0,0,0,0,0,1,1,0,0,0,0,1,2,C
1723,Brandon Hunter,8,1,2,0,0,0,1,1,1,2,0,0,0,0,1,3,F
1724,Steve Goodrich,8,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,F
1725,Aaron Harrison,8,0,2,0,1,0,0,0,0,1,0,0,0,0,1,2,G
1726,DeJuan Wheat,8,1,3,0,0,0,0,0,0,0,1,0,0,0,0,3,G
1727,Erick Green,8,1,3,0,1,0,0,0,0,0,0,0,0,0,0,3,G
1728,Oleksiy Pecherov,8,1,3,0,1,0,0,0,1,2,0,0,0,0,1,3,C
1729,Davon Reed,8,0,2,0,1,0,0,0,1,1,0,0,0,0,0,2,G
1730,Darrun Hilliard,8,1,3,0,1,0,0,0,0,0,0,0,0,0,0,3,G
1731,Nicolás Brussino,8,0,2,0,1,0,0,0,1,1,0,0,0,0,0,2,G-F
1732,Justin Williams,8,1,2,0,0,0,1,1,1,3,0,0,0,0,1,3,F
1733,Daryl Macon,8,0,2,0,1,0,0,0,0,1,0,0,0,0,0,2,G
1734,T.J. Leaf,8,1,2,0,0,0,0,0,1,1,0,0,0,0,0,3,F
1735,Xavier Silas,8,0,3,0,1,0,0,0,0,1,0,0,0,0,1,2,G
1736,Patricio Garino,8,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,G-F
1737,Predrag Savović,8,1,3,0,0,0,1,0,0,0,0,0,0,0,1,3,G
1738,William Cunningham,8,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,C
1739,Miroslav Raduljica,8,1,2,0,0,0,1,1,1,2,0,0,0,0,1,3,C
1740,Toby Bailey,8,1,2,0,0,0,1,0,0,1,0,0,0,0,1,3,G
1741,Caleb Swanigan,8,0,2,0,0,0,0,0,2,2,0,0,0,0,1,2,F
1742,Jeff Trepagnier,8,1,3,0,0,0,0,0,0,1,0,0,0,0,0,2,G
1743,Derrick Walton,8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,G
1744,Frankie King,8,1,2,0,0,0,0,0,1,2,0,0,0,0,1,2,G
1745,Will Cherry,8,0,2,0,1,0,0,0,0,0,1,0,0,0,1,1,G
1746,Bryce Cotton,8,1,3,0,1,0,0,0,0,0,0,0,0,0,0,3,G
1747,Peyton Siva,8,0,2,0,1,0,0,0,0,0,1,0,0,0,1,2,G
1748,Jaylen Hoard,8,1,2,0,0,0,0,1,1,2,0,0,0,0,1,3,F
1749,Morris Almond,8,1,2,0,0,0,0,0,0,1,0,0,0,0,1,3,G
1750,Henry Ellenson,8,1,3,0,1,0,0,0,2,2,0,0,0,0,0,4,F
1751,Evric Gray,8,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,F
1752,Sean Singletary,7,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,G
1753,Carl Thomas,7,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,G
1754,Luke Schenscher,7,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,C
1755,Jared Reiner,7,0,1,0,0,0,0,0,1,2,0,0,0,0,1,1,C
1756,Tahjere McCall,7,2,3,0,1,0,1,0,1,1,0,0,0,0,2,4,G
1757,Jordan Adams,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,G
1758,James Southerland,7,1,3,0,1,0,0,0,2,2,0,0,0,0,0,3,F
1759,James White,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,G-F
1760,Sheldon Mac,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,G
1761,Stevin Smith,7,0,2,0,0,0,0,0,1,1,0,0,0,0,1,1,G
1762,B.J. Johnson,7,1,2,0,0,0,0,0,1,1,0,0,0,0,0,3,G
1763,Steve Hamer,7,0,1,0,0,0,0,0,1,1,0,0,0,0,1,2,C
1764,Jack Cooley,7,0,2,0,0,1,1,1,1,2,0,0,0,0,1,2,F-C
1765,Jared Terrell,7,0,2,0,1,0,0,0,0,0,0,0,0,0,1,2,G
1766,Malik Hairston,7,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,G
1767,Armon Johnson,7,1,2,0,0,0,0,0,0,1,1,0,0,0,0,3,G
1768,Antoine Rigaudeau,7,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,G
1769,Kiwane Lemorris Garris,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,G
1770,Jerome Jordan,7,1,1,0,0,0,0,1,1,2,0,0,0,0,1,2,C
1771,Brad Lohaus,7,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,F-C
1772,Chris Clemons,7,1,4,1,3,0,0,0,0,0,0,0,0,0,0,4,G
1773,Matt Costello,7,0,1,0,0,0,0,0,2,2,0,0,0,0,1,1,F
1774,Carldell Johnson,7,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,G
1775,Malcolm Thomas,7,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,F
1776,Josh Selby,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,G
1777,Esteban Batista,7,0,1,0,0,0,0,0,1,2,0,0,0,0,1,1,F-C
1778,Jermareo Davidson,7,1,3,0,0,0,0,0,1,1,0,0,0,0,1,3,F
1779,Shavlik Randolph,7,0,1,0,0,0,1,1,1,2,0,0,0,0,1,2,F
1780,Charles O'Bannon,7,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,G-F
1781,Edy Tavares,7,1,1,0,0,0,0,0,1,2,0,0,0,0,0,2,C
1782,James Young,7,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,G-F
1783,JaJuan Johnson,7,1,3,0,0,0,0,0,1,1,0,0,0,0,0,3,F
1784,Drew Gordon,7,0,2,0,0,0,0,0,1,2,0,0,0,0,0,1,F
1785,Bernard James,7,0,1,0,0,0,0,0,1,2,0,0,0,0,1,2,C
1786,James Thomas,7,0,1,0,0,0,0,0,1,2,0,0,0,0,1,1,F
1787,Torraye Braggs,7,0,1,0,0,0,0,1,1,2,0,0,0,0,1,2,F
1788,Gabe Vincent,7,0,3,0,2,0,0,0,0,0,0,0,0,0,0,2,G
1789,Maceo Baston,7,1,1,0,0,0,0,0,1,1,0,0,0,0,1,2,F
1790,Marcus Brown,7,1,3,0,1,0,0,0,0,0,0,0,0,0,1,3,G
1791,Mario Kasun,7,1,2,0,0,0,0,1,1,2,0,0,0,0,2,2,C
1792,Jordan Mickey,7,0,2,0,0,0,0,0,1,1,0,0,0,0,0,2,F
1793,Marshall Plumlee,7,0,1,0,0,0,1,0,1,2,0,0,0,0,1,1,C
1794,Emanuel Terry,7,1,2,0,0,0,1,1,1,2,0,1,0,0,1,3,F
1795,Rubén Wolkowyski,7,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,F
1796,Anthony Avent,7,0,2,0,0,0,0,0,1,1,0,0,0,0,1,1,F
1797,Lazar Hayward,7,0,2,0,1,0,0,0,0,1,0,0,0,0,0,2,F
1798,Gigi Datome,7,1,3,0,1,0,0,0,1,1,0,0,0,0,0,3,F
1799,A.J. Bramlett,7,0,2,0,0,0,0,1,1,2,0,0,0,0,1,1,C
1800,Aleksandar Djordjevic,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,G
1801,Rakeem Christmas,7,0,1,0,0,0,0,0,1,1,0,0,0,0,1,2,F
1802,Amal McCaskill,7,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,F-C
1803,Michael Hawkins,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,G
1804,Rich Manning,7,1,3,0,0,0,0,0,0,1,0,0,0,0,1,2,C
1805,Zach Norvell,7,0,2,0,1,0,0,0,1,1,0,0,0,0,0,2,G
1806,Vince Edwards,7,0,2,0,2,0,0,0,0,1,0,0,0,0,0,1,F
1807,Coby Karl,7,0,2,0,0,0,0,0,1,1,1,0,0,0,0,2,G
1808,Haywood Highsmith,7,0,2,0,1,0,0,0,1,1,0,0,0,0,0,1,F
1809,William Avery,7,0,2,0,1,0,0,0,0,0,1,0,0,0,0,2,G
1810,Yuta Watanabe,7,0,2,0,0,0,0,0,1,1,0,0,0,0,0,2,F
1811,Reggie Jordan,7,0,1,0,0,0,1,0,0,1,0,0,0,0,1,2,G
