,playerName,MP,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Pos
591,Oliver Lafayette,21,3,6,1,2,0,0,1,3,4,2,0,0,1,0,7,G
592,Kendrick Perkins,21,2,4,0,0,1,1,1,4,5,0,0,1,1,2,5,C
593,Grant Long,21,1,4,0,0,1,2,1,2,4,1,0,0,1,2,5,F
594,Jared Jeffries,21,1,4,0,0,0,1,1,2,4,1,0,0,1,2,4,F
595,Derek Strong,21,2,6,0,0,2,2,1,3,5,0,0,0,1,1,7,F
596,Mitchell Robinson,21,3,4,0,0,1,2,2,3,6,0,0,2,0,3,8,C
597,Monte Morris,21,3,7,0,2,0,1,0,1,1,3,0,0,0,1,9,G
598,Wesley Johnson,21,2,6,0,2,0,0,0,2,3,1,0,0,0,1,6,F-G
599,Travis Best,21,2,6,0,1,1,1,0,1,1,3,0,0,1,2,7,G
600,Rasho Nesterović,21,3,6,0,0,0,0,1,3,4,0,0,1,0,2,6,C
601,Nick Young,21,3,9,1,3,1,2,0,1,1,0,0,0,0,1,11,G-F
602,Alec Burks,21,3,8,0,2,2,3,0,2,3,1,0,0,1,1,10,G
603,Thabo Sefolosha,21,2,4,0,1,0,1,0,2,3,1,1,0,0,1,5,G-F
604,Kelly Olynyk,20,3,7,1,3,1,1,1,3,4,1,0,0,1,2,9,C-F
605,Shaun Livingston,20,2,5,0,0,1,1,0,1,2,2,0,0,1,1,6,G
606,Denzel Valentine,20,2,7,1,4,0,0,0,3,3,2,0,0,1,1,7,G
607,Charlie Villanueva,20,4,9,1,3,1,1,1,3,4,0,0,0,0,2,10,F
608,Troy Brown Jr.,20,3,7,0,2,1,1,0,3,4,2,0,0,0,1,7,G-F
609,Garrett Temple,20,2,5,0,2,0,1,0,1,2,1,0,0,0,1,6,G
610,Shawn Bradley,20,2,6,0,0,1,1,1,3,5,0,0,2,0,2,6,C
611,Montrezl Harrell,20,5,8,0,0,2,3,1,3,4,1,0,0,1,2,12,F-C
612,Tony Battie,20,2,5,0,0,0,1,1,3,5,0,0,0,0,2,5,C-F
613,Jumaine Jones,20,2,6,0,2,0,0,1,2,4,0,0,0,0,1,6,F
614,Isaiah Whitehead,20,2,6,0,1,1,1,0,1,2,2,0,0,1,2,7,G
615,Travis Outlaw,20,3,7,0,1,1,2,0,2,3,0,0,0,0,1,8,F
616,Anthony Morrow,20,3,7,1,3,1,1,0,1,2,0,0,0,0,1,9,G
617,Amir Johnson,20,2,5,0,0,0,1,1,3,5,1,0,0,1,2,6,F-C
618,Norris Cole,20,2,6,0,1,0,1,0,1,1,2,0,0,1,1,6,G
619,Vernon Maxwell,20,3,9,1,4,1,2,0,1,1,1,0,0,1,1,9,G
620,Isaiah Canaan,20,2,7,1,4,1,1,0,1,1,1,0,0,1,1,8,G
621,Juan Toscano-Anderson,20,2,4,0,1,0,0,0,3,4,2,1,0,1,2,5,F
622,Francisco García,20,2,6,1,2,1,1,0,2,2,1,0,0,0,2,7,F-G
623,Sam Mack,20,2,7,1,3,0,1,0,1,2,1,0,0,0,1,8,F-G
624,Aaron Brooks,20,3,8,1,3,1,1,0,1,1,2,0,0,1,1,9,G
625,Tony Wroten,20,3,9,0,2,2,3,0,1,2,2,0,0,2,1,10,G
626,Frank Ntilikina,20,2,6,0,2,0,0,0,1,2,3,0,0,1,2,5,G
627,Jason Collins,20,1,2,0,0,1,1,1,2,3,0,0,0,0,2,3,C
628,Enes Freedom,20,4,8,0,0,1,2,2,4,7,0,0,0,1,2,11,C
629,Jamaal Magloire,20,2,5,0,0,2,3,2,4,6,0,0,0,1,2,7,C
630,Howard Eisley,20,2,6,0,2,1,1,0,1,1,3,0,0,1,2,6,G
631,Tony Delk,20,3,8,0,2,1,1,0,1,2,1,0,0,1,1,8,G
632,Mahmoud Abdul-Rauf,20,4,9,0,1,1,1,0,1,1,2,0,0,1,1,10,G
633,Leandro Barbosa,20,3,8,1,2,1,1,0,1,1,2,0,0,1,1,10,G
634,Marcus Fizer,20,3,8,0,0,1,2,1,3,4,1,0,0,1,2,9,F
635,Mickaël Piétrus,20,2,6,1,3,1,1,0,2,3,0,0,0,0,2,8,G-F
636,Andrew Harrison,20,2,5,0,2,1,2,0,1,1,2,0,0,1,2,6,G
637,Doug West,20,2,5,0,0,0,1,0,1,1,1,0,0,0,2,5,G-F
638,Wayne Ellington,20,2,7,1,3,0,0,0,1,2,1,0,0,0,1,8,G
639,Mason Plumlee,20,3,5,0,0,1,3,1,4,6,2,0,0,1,2,7,C-F
640,Jamie Feick,20,1,4,0,0,0,1,2,4,7,0,0,0,0,2,4,C
641,Courtney Alexander,20,3,8,0,0,1,2,0,1,2,1,0,0,1,1,8,G
642,Alan Henderson,20,3,6,0,0,1,2,2,2,4,0,0,0,1,2,7,F
643,Cory Joseph,20,2,5,0,1,0,1,0,1,2,2,0,0,0,1,6,G
644,Rodney McGruder,20,2,5,0,2,0,0,0,2,3,1,0,0,0,1,5,G
645,JaMychal Green,20,3,6,0,2,1,1,1,4,5,0,0,0,1,2,7,F
646,T.J. McConnell,20,2,5,0,0,0,0,0,2,2,4,1,0,1,1,6,G
647,Glen Davis,20,3,6,0,0,1,2,1,2,4,0,0,0,1,2,7,F-C
648,Rasual Butler,20,2,6,1,3,0,0,0,1,2,0,0,0,0,1,7,F-G
649,Jeremy Lamb,20,3,8,1,2,1,1,0,3,3,1,0,0,0,1,10,G-F
650,Bimbo Coles,20,2,6,0,0,1,1,0,1,1,3,0,0,1,1,6,G
651,Dion Glover,20,3,7,0,1,1,1,0,2,3,1,0,0,1,1,8,G
652,Jerryd Bayless,20,2,7,0,2,1,2,0,1,2,2,0,0,1,2,8,G
653,Alan Anderson,20,2,6,1,2,1,1,0,1,2,1,0,0,0,1,7,G-F
654,Chris Gatling,20,4,8,0,0,2,3,1,3,5,0,0,0,1,2,10,F-C
655,Patrick Patterson,20,2,5,0,2,0,0,1,2,3,1,0,0,0,1,6,F
656,Brandon Rush,20,2,5,1,2,0,0,0,2,2,0,0,0,0,1,6,G-F
657,Gary Neal,20,3,8,1,3,1,1,0,1,2,1,0,0,1,1,9,G
658,Terry Mills,20,2,6,1,3,0,0,0,3,4,1,0,0,0,2,7,F
659,Dajuan Wagner,20,3,9,0,2,1,2,0,1,1,1,0,0,1,2,9,G
660,Tyler Ulis,20,2,7,0,1,1,1,0,1,1,4,0,0,1,1,7,G
661,E'Twaun Moore,20,3,7,0,2,0,0,0,1,2,1,0,0,0,1,7,G-F
662,Beno Udrih,20,3,6,0,1,1,1,0,1,1,3,0,0,1,1,8,G
663,Kent Bazemore,20,3,7,1,3,1,1,0,2,3,1,1,0,1,1,8,G-F
664,Miloš Teodosić,20,2,6,1,4,0,0,0,2,2,4,0,0,1,2,7,G
665,Greg Ostertag,19,1,3,0,0,1,2,2,3,5,0,0,1,0,2,4,C
666,Hakim Warrick,19,3,6,0,0,2,3,1,2,4,0,0,0,1,1,9,F
667,Bobby Portis,19,4,8,0,2,1,1,1,4,5,1,0,0,1,1,10,F
668,Kevin Willis,19,3,7,0,0,1,2,1,3,5,0,0,0,1,2,8,F-C
669,C.J. Watson,19,2,5,0,2,1,1,0,1,1,2,0,0,1,1,7,G
670,C.J. Miles,19,3,8,1,4,1,1,0,1,2,1,0,0,0,2,9,G-F
671,Tariq Abdul-Wahad,19,2,7,0,0,1,2,1,2,3,1,0,0,1,2,7,F
672,Bismack Biyombo,19,1,3,0,0,1,2,1,4,6,0,0,1,0,2,5,C-F
673,Jordan McLaughlin,19,2,5,0,2,0,1,0,1,1,4,1,0,1,1,7,G
674,Ish Smith,19,3,7,0,1,0,1,0,2,2,3,0,0,1,1,7,G
675,Todd Day,19,3,8,1,3,1,2,0,1,2,1,0,0,1,2,9,G-F
676,Gheorghe Mureșan,19,3,5,0,0,1,2,1,3,5,0,0,1,1,2,8,C
677,Jonathon Simmons,19,3,6,0,1,1,2,0,1,2,1,0,0,1,1,8,G-F
678,Jahlil Okafor,19,4,8,0,0,1,2,1,3,5,0,0,0,1,2,11,C-F
679,Larry Sanders,19,2,5,0,0,0,1,2,3,5,0,0,1,0,2,6,C-F
680,Gary Trent Jr.,19,2,6,1,3,0,0,0,1,1,0,0,0,0,1,7,G
681,J.J. Barea,19,3,8,0,2,1,1,0,1,2,3,0,0,1,1,8,G
682,Ira Newble,19,2,4,0,0,0,0,1,1,2,0,0,0,0,1,4,F
683,Trevor Booker,19,2,5,0,0,0,1,1,3,5,1,0,0,0,2,6,F
684,Stanley Johnson,19,2,6,0,2,0,1,0,2,3,1,0,0,1,1,6,F
685,Stromile Swift,19,3,6,0,0,2,3,1,3,4,0,0,1,1,2,8,F
686,Thomas Bryant,19,4,7,0,1,1,1,1,4,6,1,0,0,0,1,10,C
687,Bryce Dejean-Jones,19,2,4,0,2,0,1,0,2,3,1,0,0,0,1,5,G
688,Kobi Simmons,19,2,5,0,1,0,0,0,1,1,2,0,0,1,1,5,G
689,Tyrus Thomas,19,2,6,0,0,1,2,1,3,4,0,0,1,1,2,7,F
690,Terrance Ferguson,19,1,4,1,2,0,0,0,0,1,0,0,0,0,2,4,G-F
691,David Nwaba,19,2,5,0,0,1,2,0,2,3,1,0,0,0,2,6,G
692,James Ennis III,19,2,5,0,2,1,1,1,2,3,0,0,0,0,2,6,F
693,Doug McDermott,19,3,6,1,2,0,0,0,1,2,0,0,0,0,1,8,F
694,Matthew Dellavedova,19,1,5,0,2,0,0,0,1,1,3,0,0,1,1,5,G
695,Danny Manning,19,3,7,0,0,1,2,1,2,3,1,0,0,1,2,8,F-C
696,Dante Cunningham,19,2,5,0,0,0,0,1,2,3,0,0,0,0,1,5,F
697,Donte DiVincenzo,19,2,6,1,3,0,1,0,3,4,1,1,0,1,1,7,G
698,Matisse Thybulle,19,1,3,0,2,0,0,0,1,1,1,1,0,0,2,4,G
699,Robert Pack,19,2,6,0,0,1,2,0,1,1,4,1,0,2,1,7,G
700,Chris Mihm,19,2,6,0,0,1,2,1,3,5,0,0,1,1,2,7,C
701,Dragan Bender,19,1,4,0,3,0,0,0,3,3,1,0,0,1,1,5,F
702,Earl Boykins,19,3,7,0,1,1,2,0,0,1,3,0,0,1,1,8,G
703,James Johnson,19,3,6,0,1,1,1,0,2,3,2,0,0,1,2,7,F
704,Marquis Daniels,19,3,6,0,0,1,1,0,1,2,1,0,0,1,1,7,G-F
705,Dejounte Murray,19,3,7,0,0,1,1,0,3,4,2,1,0,1,1,7,G
706,Derrick Williams,19,3,7,0,1,2,2,0,3,3,0,0,0,0,1,8,F
707,Chris Douglas-Roberts,19,2,5,0,1,1,1,0,1,2,1,0,0,0,1,7,G
708,Dedric Willoughby,19,2,7,1,3,1,2,0,1,2,2,0,0,1,1,7,G-F
709,Alex Len,19,3,6,0,0,1,2,2,4,6,0,0,0,1,2,7,C
710,Chris Wilcox,19,3,6,0,0,1,2,1,3,4,0,0,0,1,2,8,F
711,Danny Fortson,19,2,5,0,0,2,3,2,4,7,0,0,0,1,3,8,F
712,Melvin Booker,19,2,5,0,1,0,0,0,1,1,2,0,0,1,1,5,G
713,Christian Eyenga,19,2,6,0,1,0,0,0,1,2,0,0,0,0,1,6,F
714,Derrick McKey,19,1,4,0,0,0,1,1,2,3,1,0,0,0,2,4,F-C
715,Popeye Jones,19,2,5,0,0,0,1,2,3,5,0,0,0,0,2,5,F
716,Predrag Drobnjak,19,3,7,0,0,1,1,1,2,3,0,0,0,0,1,7,C
717,Damon Jones,19,2,5,1,3,0,0,0,1,1,2,0,0,0,1,6,G
718,Damyean Dotson,19,2,6,1,3,0,0,0,2,2,1,0,0,0,1,7,G
719,Pat Garrity,19,2,6,1,2,0,0,0,2,2,0,0,0,0,2,7,F
720,Dana Barros,19,3,7,1,2,1,1,0,1,1,2,0,0,1,1,8,G
721,Rashad McCants,19,3,8,1,3,1,1,0,1,2,1,0,0,1,2,9,G
722,Willie Green,19,3,7,0,2,0,1,0,1,1,1,0,0,0,1,8,G
723,Reggie Bullock,19,2,5,1,3,0,0,0,1,2,1,0,0,0,1,6,G-F
724,Linas Kleiza,19,3,6,0,2,1,2,0,2,3,0,0,0,0,2,8,F
725,Adam Morrison,19,2,7,0,2,0,1,0,1,2,1,0,0,1,1,7,F
726,Jaren Jackson,19,2,5,1,3,0,0,0,1,2,1,0,0,0,1,6,G-F
727,Jerome Dyson,19,2,5,0,0,3,4,0,1,2,2,1,0,2,2,7,G
728,Michael Curry,19,1,3,0,0,1,1,0,1,1,1,0,0,0,2,4,F-G
729,Yogi Ferrell,19,2,6,1,3,1,1,0,1,2,2,0,0,0,1,7,G
730,Jeff Foster,19,1,3,0,0,1,1,2,4,6,0,0,0,0,2,4,F-C
731,Ed Davis,19,2,4,0,0,1,1,2,4,6,0,0,0,0,2,6,F
732,Sekou Doumbouya,19,2,6,0,2,0,1,0,2,3,0,0,0,0,2,6,F
733,Sean Kilpatrick,19,3,8,1,3,2,2,0,2,2,1,0,0,1,1,10,G
734,Ömer Aşık,19,1,3,0,0,1,2,2,4,7,0,0,0,1,2,5,C
735,Chase Budinger,19,2,6,1,2,1,1,0,2,3,1,0,0,0,1,7,F
736,Eric Mika,19,2,3,0,0,2,2,2,5,7,0,0,0,0,5,6,C
737,Lucious Harris,19,2,6,0,1,1,1,0,1,2,1,0,0,0,1,7,G
738,Sam Perkins,19,2,5,1,2,1,1,0,2,3,0,0,0,0,1,6,F-C
739,Nik Stauskas,19,2,5,1,3,1,1,0,1,2,1,0,0,1,1,6,G
740,Sam Mitchell,19,2,6,0,0,1,2,0,2,2,1,0,0,0,1,7,F
741,Jalen Brunson,19,3,7,0,2,1,1,0,1,2,3,0,0,1,1,8,G
742,Allonzo Trier,19,3,7,0,2,2,3,0,2,2,1,0,0,1,1,9,G
743,Nick Collison,19,2,4,0,0,0,1,1,3,5,1,0,0,0,2,5,F
744,Chandler Hutchison,19,2,5,0,1,0,1,0,3,4,0,0,0,0,1,6,G
745,Joel Przybilla,19,1,2,0,0,0,1,1,4,6,0,0,1,0,2,3,C
746,Ryan Arcidiacono,19,1,4,0,2,0,0,0,1,2,2,0,0,0,1,5,G
747,Erick Strickland,19,2,6,0,2,1,1,0,2,2,2,0,0,1,1,7,G
748,Zaza Pachulia,19,2,4,0,0,1,2,2,3,5,1,0,0,1,2,6,C
749,John Henson,19,3,5,0,0,1,1,1,3,5,1,0,1,1,2,7,C-F
750,Jason Caffey,19,2,5,0,0,1,2,1,2,4,0,0,0,1,2,7,F
751,Loy Vaught,19,3,7,0,0,0,1,1,4,5,0,0,0,0,2,7,F
752,Omri Casspi,19,2,6,0,2,1,1,0,3,4,1,0,0,1,1,7,F
753,Darius Miller,19,2,4,1,3,0,0,0,1,1,1,0,0,0,1,5,F
754,J.R. Bremer,18,2,6,1,3,0,1,0,1,1,2,0,0,0,1,6,G
755,Anthony Goldwire,18,2,5,0,2,1,1,0,1,1,2,0,0,0,1,6,G
756,Damien Wilkins,18,2,5,0,1,1,1,0,1,2,1,0,0,0,1,6,F-G
757,Tiago Splitter,18,2,5,0,0,1,2,1,3,4,1,0,0,1,1,7,F-C
758,Patty Mills,18,3,7,1,3,0,0,0,1,1,2,0,0,0,1,8,G
759,David Vanterpool,18,2,5,0,0,1,2,0,1,1,3,1,0,1,2,5,G
760,Derrick Byars,18,1,5,0,3,2,2,3,2,5,0,1,0,0,1,5,F
761,Kendall Marshall,18,1,4,0,2,0,0,0,1,1,4,0,0,1,1,5,G
762,Kelvin Cato,18,2,4,0,0,1,2,1,3,5,0,0,1,0,2,5,C
763,Anthony Tolliver,18,2,4,1,3,0,1,0,2,3,0,0,0,0,1,6,F-C
764,Anthony Johnson,18,2,5,0,1,0,1,0,1,1,2,0,0,1,1,5,G
765,Toney Douglas,18,2,6,1,3,0,1,0,1,2,2,0,0,1,1,7,G
766,Danny Ferry,18,2,5,0,1,0,0,0,1,2,1,0,0,0,2,5,F
767,Omari Johnson,18,2,5,1,3,0,0,1,1,2,1,0,0,0,1,5,F
768,Nate Wolters,18,2,5,0,0,0,1,0,1,2,2,0,0,0,1,5,G
769,Dean Garrett,18,2,4,0,0,0,1,1,3,5,0,0,1,0,1,4,C
770,Nate McMillan,18,1,3,0,2,0,0,0,2,2,3,1,0,0,2,3,G-F
771,Justin Jackson,18,2,5,0,2,0,0,0,2,2,1,0,0,0,1,6,G-F
772,Dee Brown,18,2,6,1,3,0,0,0,1,1,2,0,0,1,1,6,G
773,Dee Brown,18,2,6,1,3,0,0,0,1,1,2,0,0,1,1,6,G
774,Aaron Holiday,18,2,6,1,2,0,1,0,1,1,2,0,0,1,1,7,G
775,Torrey Craig,18,2,4,0,2,0,0,1,2,3,0,0,0,0,2,5,G-F
776,Anthony Brown,18,1,4,0,2,0,0,0,2,2,0,0,0,0,1,3,F-G
777,Dell Curry,18,3,7,1,3,0,0,0,1,1,1,0,0,0,1,8,G
778,Othella Harrington,18,2,5,0,0,1,2,1,2,4,0,0,0,1,2,7,F-C
779,Tracy Murray,18,3,7,1,3,1,1,0,1,2,0,0,0,0,1,8,F
780,DeAndre' Bembry,18,2,5,0,1,0,1,0,2,3,1,1,0,1,1,6,F
781,Delon Wright,18,2,5,0,1,1,1,0,2,2,2,1,0,0,1,6,G
782,Myke Henry,18,2,5,0,2,0,0,0,1,1,1,1,0,0,1,5,F
783,Mychel Thompson,18,1,4,0,2,0,0,0,1,1,1,0,0,1,1,3,G
784,Antoine Wright,18,2,4,0,1,0,1,0,1,2,0,0,0,0,1,5,G-F
785,Henry Sims,18,2,6,0,0,1,2,1,3,4,1,0,0,1,2,7,C
786,Keith McLeod,18,1,5,0,1,1,2,0,1,1,2,0,0,1,1,5,G
787,Juan Dixon,18,3,7,0,2,1,1,0,1,1,1,0,0,1,1,8,G
788,De'Anthony Melton,18,2,5,0,2,1,1,0,2,3,3,1,0,1,2,6,G
789,Lee Nailon,18,3,7,0,0,1,1,1,1,3,0,0,0,1,1,8,F
790,Reggie Evans,18,1,2,0,0,1,2,2,4,7,0,0,0,1,2,4,F
791,Marquese Chriss,18,2,6,0,2,1,2,1,3,4,1,0,0,1,2,7,F
792,Jordan Farmar,18,2,6,1,2,0,1,0,1,1,2,0,0,1,1,7,G
793,Gerald Green,18,3,8,1,3,1,1,0,1,2,0,0,0,1,1,9,G-F
794,Alex Caruso,18,2,4,0,1,1,1,0,1,2,2,0,0,1,1,5,G
795,Jiří Welsch,18,2,5,0,1,1,1,0,1,2,1,0,0,1,1,6,G
796,Walt Lemon Jr.,18,4,9,0,0,0,1,0,2,2,3,1,0,1,1,9,G
797,Dwight Powell,18,2,5,0,0,1,2,1,3,4,0,0,0,0,2,7,F-C
798,Gary Trent,18,3,6,0,0,1,2,1,2,4,0,0,0,1,2,8,F
799,Vonteego Cummings,18,2,6,0,1,1,1,0,1,1,2,0,0,1,1,6,G
800,Jamel Artis,18,2,5,0,1,0,0,0,2,2,1,0,0,0,0,5,G-F
801,Eddie Johnson,18,2,7,0,2,1,1,0,1,2,1,0,0,0,1,8,G
802,Eddie Johnson,18,2,7,0,2,1,1,0,1,2,1,0,0,0,1,8,F-G
803,Kyle Anderson,18,2,4,0,0,0,1,0,3,3,1,0,0,0,1,5,F-G
804,Eddie Robinson,18,3,6,0,0,0,1,0,1,2,0,0,0,0,1,6,G-F
805,Ryan Kelly,18,1,5,0,1,1,1,0,2,3,1,0,0,0,1,6,F
806,Kyle Weaver,18,1,4,0,1,0,0,0,1,2,1,0,0,1,1,4,G
807,Brian Shaw,18,1,4,0,1,0,0,0,2,2,2,0,0,1,1,4,G
808,Marc Jackson,18,3,6,0,0,2,2,1,2,4,0,0,0,1,2,8,C
809,Vitaly Potapenko,18,2,5,0,0,1,1,1,2,4,0,0,0,1,2,6,C
810,Josh McRoberts,18,2,4,0,1,0,1,1,2,3,2,0,0,0,1,5,F
811,Fred Hoiberg,18,1,4,0,1,1,1,0,2,2,1,0,0,0,1,5,G
812,Carlos Rogers,18,2,5,0,0,1,2,1,2,4,0,0,0,0,1,6,C-F
813,Shane Larkin,18,2,4,0,1,0,0,0,1,1,2,0,0,1,1,5,G
814,Buck Williams,18,2,4,0,0,1,2,2,2,4,0,0,0,0,2,5,F-C
815,Eric Piatkowski,18,2,6,1,2,1,1,0,1,2,0,0,0,0,1,7,G-F
816,Shake Milton,18,2,6,1,3,0,1,0,1,2,2,0,0,0,2,8,G
817,Stéphane Lasme,18,2,4,0,0,1,2,1,1,3,0,0,1,0,2,5,F
818,Anthony Carter,18,1,4,0,0,0,0,0,1,2,3,0,0,1,1,4,G
819,Khalid El-Amin,18,2,6,0,1,1,1,0,1,1,2,0,0,1,1,6,G
820,Cody Martin,18,1,4,0,1,0,1,0,2,3,1,0,0,0,1,4,G-F
821,Jeff Taylor,18,2,5,0,1,0,1,0,1,1,0,0,0,0,1,6,G
822,Jeff Taylor,18,2,5,0,1,0,1,0,1,1,0,0,0,0,1,6,F
823,Devin Brown,18,2,6,0,1,1,1,0,1,2,1,0,0,1,1,6,G
824,Greg Oden,18,2,5,0,0,1,2,2,3,5,0,0,1,1,3,7,C
825,Terry Davis,18,1,2,0,0,0,1,2,2,5,0,0,0,0,2,3,F-C
826,Quinton Ross,18,1,4,0,0,0,0,0,1,2,0,0,0,0,1,4,G
827,Terrence Williams,18,2,6,0,1,0,1,0,3,3,2,0,0,1,1,6,F
828,Randy Brown,18,1,4,0,0,0,1,0,1,1,2,1,0,1,1,4,G
829,Greg Buckner,18,1,4,0,1,0,0,0,1,2,1,0,0,0,2,4,G
830,Wayne Selden,18,2,6,0,2,0,1,0,1,2,1,0,0,1,1,7,G-F
831,Raül López,18,2,5,0,1,1,1,0,1,1,3,0,0,1,2,6,G
832,Greg Anthony,18,2,5,0,2,1,1,0,1,1,3,1,0,1,1,6,G
833,Chuck Person,18,1,5,1,3,0,0,0,2,2,1,0,0,0,1,5,F
834,Richaun Holmes,18,3,5,0,0,1,1,1,3,4,0,0,0,0,2,8,F-C
835,Jerome Kersey,18,2,5,0,0,0,1,1,2,3,1,1,0,0,2,5,F
836,Jordan Hill,18,3,6,0,0,1,1,2,3,5,0,0,0,1,2,7,C-F
837,Chris Whitney,18,2,5,1,2,1,1,0,1,1,2,0,0,1,1,6,G
838,Keyon Dooling,18,2,5,0,1,1,1,0,1,1,2,0,0,1,1,6,G
839,Maurice Evans,18,2,5,0,2,0,1,0,1,2,0,0,0,0,1,6,G
840,Jerian Grant,17,2,5,0,1,1,1,0,1,1,2,0,0,0,1,5,G
841,Šarūnas Jasikevičius,17,2,5,0,2,1,1,0,1,1,2,0,0,1,1,6,G
842,Trey Lyles,17,2,6,0,2,0,1,0,3,4,1,0,0,0,1,7,F
843,Will Bynum,17,3,7,0,0,1,2,0,1,1,3,0,0,1,1,8,G
844,Jahidi White,17,2,4,0,0,1,2,2,3,5,0,0,1,1,2,5,F-C
845,Tyus Jones,17,2,4,0,1,0,0,0,1,1,3,0,0,0,0,5,G
846,Jalen McDaniels,17,2,4,0,1,0,1,0,3,4,0,0,0,0,2,5,F
847,Jason Maxiell,17,2,4,0,0,1,1,1,2,4,0,0,0,0,1,5,F
848,Jamil Wilson,17,2,5,1,4,0,0,0,1,2,0,0,0,0,2,7,F
849,Jon Barry,17,2,4,0,2,1,1,0,1,2,2,0,0,1,1,6,G
850,Vincent Askew,17,1,3,0,0,1,1,0,1,2,1,0,0,1,2,4,G-F
851,Adonal Foyle,17,1,3,0,0,0,0,1,2,4,0,0,1,0,2,4,C
852,Alexey Shved,17,2,6,0,2,1,2,0,1,1,2,0,0,1,1,7,G
853,Will Perdue,17,1,3,0,0,0,1,2,3,5,0,0,0,0,1,4,C
854,Lance Thomas,17,1,4,0,1,0,1,0,1,2,0,0,0,0,1,5,F
855,Ime Udoka,17,1,4,0,1,0,0,0,2,2,0,0,0,0,1,5,F
856,Casey Jacobsen,17,1,4,0,2,1,1,0,1,1,1,0,0,0,1,5,G-F
857,Dickey Simpkins,17,1,3,0,0,1,2,1,2,4,1,0,0,1,2,4,F
858,Ray McCallum,17,2,5,0,1,0,0,0,1,1,2,0,0,0,1,5,G
859,Reggie Williams,17,2,6,0,2,0,1,0,1,2,1,0,0,0,1,7,F-G
860,Reggie Williams,17,2,6,0,2,0,1,0,1,2,1,0,0,0,1,7,F
861,Chuck Hayes,17,1,3,0,0,0,0,1,3,4,1,0,0,0,2,3,F-C
862,Donatas Motiejūnas,17,2,6,0,1,0,1,1,2,3,1,0,0,1,2,7,F-C
863,Chris Singleton,17,1,4,0,1,0,0,0,2,3,0,0,0,0,2,4,F
864,Rodions Kurucs,17,2,5,0,2,0,1,0,2,3,0,0,0,1,2,6,F
865,Marty Conlon,17,2,5,0,0,1,2,1,2,3,1,0,0,1,1,6,F-C
866,Rodney Purvis,17,2,6,0,3,0,0,0,1,1,1,0,0,0,1,6,G
867,Roger Mason,17,2,5,1,2,0,0,0,1,1,1,0,0,0,1,6,G
868,Roshown McLeod,17,2,7,0,0,1,1,0,1,2,1,0,0,1,1,7,F
869,Mark Davis,17,2,5,0,0,1,1,1,1,3,1,0,0,1,2,6,F-G
870,Mark Davis,17,2,5,0,0,1,1,1,1,3,1,0,0,1,2,6,G-F
871,Chris Andersen,17,1,3,0,0,1,2,1,3,5,0,0,1,0,1,5,C-F
872,Dāvis Bertāns,17,2,5,1,4,0,0,0,2,2,1,0,0,0,1,7,F
873,Mario Hezonja,17,2,6,0,2,0,1,0,2,3,1,0,0,1,1,6,F-G
874,Eduardo Nájera,17,1,3,0,0,0,1,1,2,3,0,0,0,0,2,4,F
875,Malik Beasley,17,3,6,1,3,0,0,0,1,2,0,0,0,0,1,8,G
876,Michael Porter Jr.,17,3,7,1,3,1,1,1,4,5,0,0,0,1,1,9,F
877,Dewayne Dedmon,17,2,4,0,1,0,1,1,4,5,0,0,0,0,2,6,C
878,Primož Brezec,17,2,5,0,0,1,1,1,2,3,0,0,0,0,2,7,C
879,Dante Exum,17,2,5,0,2,0,1,0,1,1,2,0,0,1,1,5,G
880,Norman Powell,17,3,6,1,2,1,1,0,1,2,1,0,0,0,1,8,G
881,Darrell Arthur,17,2,6,0,0,0,0,1,2,3,0,0,0,0,2,6,F
882,Oliver Miller,17,2,3,0,0,0,1,1,2,4,1,0,1,1,2,4,C
883,Darko Miličić,17,2,5,0,0,0,1,1,2,4,0,0,1,1,2,5,F-C
884,Darius Songaila,17,2,5,0,0,1,1,1,2,3,1,0,0,0,2,6,F
885,Omari Spellman,17,2,5,0,2,1,1,1,2,4,0,0,0,0,1,6,F
886,Darius Bazley,17,2,5,0,2,0,1,0,3,4,0,0,0,0,0,5,F
887,Daniel Theis,17,2,4,0,1,1,1,1,3,4,1,0,0,0,2,6,C
888,Mikki Moore,17,2,4,0,0,1,1,1,2,3,0,0,0,0,2,5,C-F
889,P.J. Hairston,17,2,6,1,3,0,0,0,1,2,0,0,0,0,1,5,G-F
890,Monty Williams,17,2,5,0,0,1,2,1,1,2,1,0,0,1,1,6,F
891,Derrick Jones Jr.,17,2,4,0,1,1,1,1,2,3,0,0,0,0,1,6,F
892,Mirza Teletović,17,2,6,1,4,0,0,0,2,3,0,0,0,0,1,7,F
893,Milt Palacio,17,1,4,0,0,1,1,0,1,1,2,0,0,1,1,4,G
894,Pooh Richardson,17,1,5,0,1,0,0,0,1,1,3,0,0,0,1,4,G
895,Devean George,17,2,5,0,1,0,1,0,2,3,0,0,0,0,2,5,G-F
896,Malcolm Delaney,17,2,5,0,1,1,1,0,1,1,2,0,0,1,1,5,G
897,Mark Bryant,17,2,4,0,0,1,1,1,2,3,0,0,0,0,2,5,F-C
898,Kris Humphries,17,2,5,0,0,1,2,1,3,5,0,0,0,0,1,6,F-C
