playerName,seasonStartYear,MP,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,inflationAdjSalary
Joel Bolomboy,2017,5.8,0.5,1.0,0.0,0.2,0.5,1.0,1.0,0.7,1.7,0.0,0.3,0.0,0.3,0.5,1.5,785.511
Cory Jefferson,2015,5.8,1.1,2.8,0.0,0.1,0.5,0.8,0.8,1.2,2.0,0.0,0.0,0.1,0.0,1.0,2.8,413.146
Cedric Jackson,2009,5.8,0.5,1.7,0.1,0.5,0.6,1.0,0.2,0.5,0.7,1.2,0.2,0.2,0.9,0.6,1.7,67.811
Tim James,1999,5.8,1.2,3.5,0.0,0.0,0.2,0.8,0.8,0.2,1.0,0.5,0.0,0.8,0.5,0.2,2.8,1190.95
Hamed Haddadi,2008,5.8,0.8,1.6,0.0,0.0,0.9,1.6,0.8,1.6,2.5,0.4,0.1,0.6,0.5,1.1,2.5,1952.179
Esteban Batista,2006,5.8,0.6,1.2,0.0,0.0,0.3,0.5,0.5,1.8,2.3,0.3,0.2,0.0,0.3,1.0,1.5,889.418
Guerschon Yabusele,2017,5.8,0.6,1.6,0.3,1.0,0.4,0.6,0.4,1.0,1.4,0.4,0.1,0.1,0.3,0.7,1.8,2492.83
Eric Montross,1999,5.8,0.3,1.0,0.0,0.0,0.1,0.2,0.3,1.1,1.4,0.1,0.1,0.2,0.4,1.6,0.8,3269.506
Dwayne Jones,2005,5.8,0.3,0.7,0.0,0.0,0.4,0.9,0.7,1.5,2.2,0.1,0.1,0.2,0.2,1.0,1.0,557.028
Joel Anthony,2016,5.8,0.6,0.9,0.0,0.0,0.2,0.4,0.5,1.1,1.6,0.1,0.1,0.4,0.2,0.6,1.4,748.303
Elliot Williams,2011,5.8,1.5,3.1,0.3,1.1,0.2,0.8,0.3,0.5,0.8,0.2,0.2,0.1,0.2,0.8,3.7,1623.517
Bryce Drew,2002,5.8,0.6,2.1,0.2,0.5,0.0,0.0,0.3,0.7,1.0,0.8,0.2,0.0,0.2,0.2,1.5,1963.339
Gabe Pruitt,2007,5.8,0.9,2.6,0.2,0.8,0.1,0.1,0.1,0.5,0.5,0.9,0.3,0.0,0.3,0.7,2.1,847.615
Josh Reaves,2019,5.8,0.7,2.0,0.0,0.5,0.7,0.7,0.2,0.7,0.8,0.7,0.0,0.2,0.2,1.0,2.0,84.399
Jake Voskuhl,2008,5.8,0.3,1.2,0.0,0.0,0.3,0.4,0.6,1.0,1.6,0.2,0.1,0.1,0.4,1.6,0.9,1025.809
Jalen Lecque,2019,5.8,0.8,2.0,0.0,0.8,0.4,0.4,0.0,0.4,0.4,0.4,0.0,0.0,0.4,0.6,2.0,952.855
Nick Collison,2016,5.8,0.7,1.2,0.0,0.0,0.2,0.4,0.4,1.1,1.6,0.6,0.1,0.1,0.2,0.8,1.6,4227.319
Dionte Christmas,2013,5.8,0.7,2.0,0.3,1.0,0.6,0.8,0.4,0.8,1.2,0.3,0.1,0.1,0.2,0.6,2.3,570.354
Derrick Dial,2000,5.8,1.1,2.5,0.1,0.3,0.4,0.6,0.4,0.8,1.2,0.6,0.1,0.2,0.4,0.7,2.6,667.42
Louis King,2019,5.7,0.8,2.1,0.4,1.1,0.0,0.3,0.1,0.9,1.0,0.5,0.2,0.0,0.2,1.0,2.0,84.399
Ekpe Udoh,2018,5.7,0.9,1.4,0.0,0.0,0.4,0.6,0.5,1.2,1.7,0.5,0.2,0.6,0.2,0.7,2.2,3622.771
Reggie Geary,1996,5.7,0.6,1.5,0.2,0.5,0.1,0.3,0.1,0.3,0.4,0.9,0.3,0.1,0.4,0.9,1.5,381.449
Speedy Claxton,2008,5.7,0.7,2.3,0.0,0.0,0.3,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,1.7,7149.309
Alton Lister,1997,5.7,0.4,1.2,0.0,0.0,0.0,0.0,0.3,1.1,1.4,0.1,0.1,0.2,0.4,1.9,0.9,461.442
Tony Farmer,1997,5.7,0.6,2.0,0.1,0.3,1.1,1.4,0.6,0.6,1.2,0.2,0.4,0.1,0.3,0.9,2.5,461.442
Qyntel Woods,2002,5.7,1.1,2.2,0.1,0.2,0.1,0.4,0.3,0.7,1.0,0.2,0.3,0.0,0.4,0.7,2.4,1480.478
Andreas Glyniadakis,2006,5.7,0.6,1.3,0.0,0.0,0.1,0.2,0.2,0.5,0.6,0.1,0.0,0.0,0.7,1.5,1.3,215.67
Michael Bradley,2003,5.7,0.4,0.9,0.0,0.0,0.1,0.1,0.4,1.1,1.4,0.1,0.2,0.0,0.4,0.9,0.9,1910.953
Rodney Buford,2003,5.7,0.9,2.5,0.0,0.2,0.1,0.3,0.2,0.5,0.7,0.4,0.3,0.0,0.1,0.4,2.0,215.472
Jason Maxiell,2005,5.7,0.9,2.1,0.0,0.0,0.5,1.6,0.5,0.6,1.1,0.1,0.2,0.2,0.4,0.5,2.3,1265.083
Mark Madsen,2008,5.7,0.2,0.7,0.0,0.0,0.0,0.2,0.5,0.4,0.9,0.2,0.1,0.1,0.2,0.9,0.3,3265.591
Cedric Simmons,2007,5.7,0.3,1.0,0.0,0.0,0.0,0.7,0.4,0.9,1.3,0.0,0.1,0.4,0.4,0.6,0.6,2124.411
Felton Spencer,1998,5.7,0.6,1.3,0.0,0.0,0.5,1.0,0.7,1.1,1.8,0.0,0.2,0.4,0.3,1.6,1.6,2750.296
Dontae' Jones,1997,5.7,1.3,3.8,0.4,1.5,0.0,0.0,0.2,0.4,0.6,0.3,0.1,0.2,0.7,0.8,2.9,1347.259
Mark Bryant,2000,5.7,0.4,1.0,0.0,0.0,0.1,0.2,0.3,0.9,1.2,0.1,0.1,0.1,0.3,1.6,1.0,4774.013
Zhou Qi,2017,5.7,0.3,1.6,0.1,0.9,0.4,0.6,0.3,0.8,1.1,0.1,0.1,0.7,0.5,0.7,1.1,904.653
Norm Richardson,2001,5.7,0.9,2.4,0.4,0.7,0.5,0.8,0.3,0.5,0.7,0.2,0.0,0.0,0.3,0.5,2.7,508.005
Kevin Ollie,2004,5.7,0.4,1.2,0.0,0.0,0.2,0.3,0.1,0.6,0.7,0.7,0.2,0.0,0.2,0.6,1.1,3873.279
Marcus Landry,2009,5.7,0.9,2.4,0.5,1.6,0.2,0.3,0.3,0.8,1.1,0.0,0.1,0.1,0.3,0.8,2.4,576.397
Hassan Whiteside,2011,5.6,0.7,1.5,0.0,0.0,0.3,0.7,0.9,1.3,2.2,0.0,0.2,0.8,0.3,0.7,1.6,917.435
Nikoloz Tskitishvili,2004,5.6,0.6,2.1,0.1,0.5,0.1,0.2,0.3,0.8,1.2,0.3,0.2,0.3,0.5,0.9,1.4,4168.678
Dominic McGuire,2009,5.6,0.4,1.0,0.0,0.0,0.0,0.1,0.5,1.1,1.5,0.2,0.1,0.1,0.3,0.7,0.7,1039.83
Robert Sacre,2012,5.6,0.5,1.4,0.0,0.0,0.2,0.3,0.3,0.8,1.1,0.2,0.0,0.3,0.3,1.1,1.3,560.734
Scott Brooks,1996,5.6,0.5,1.0,0.1,0.3,0.4,0.4,0.1,0.3,0.4,0.7,0.5,0.0,0.4,0.8,1.4,429.13
Jacob Evans,2018,5.6,0.5,1.6,0.1,0.5,0.0,0.0,0.2,0.5,0.7,0.6,0.1,0.1,0.4,0.8,1.2,1775.158
Josh Selby,2012,5.6,0.6,2.2,0.1,0.6,0.7,1.1,0.0,0.5,0.5,0.4,0.2,0.0,0.7,0.7,2.0,902.419
Charlie Bell,2001,5.6,0.4,1.6,0.0,0.9,0.3,0.3,0.3,0.4,0.7,0.3,0.0,0.0,0.7,0.4,1.1,136.293
Jared Cunningham,2013,5.6,0.5,1.6,0.1,0.5,1.0,1.2,0.1,0.4,0.5,0.6,0.2,0.0,0.2,1.2,2.0,1514.033
Antonio Harvey,2000,5.6,0.9,2.1,0.0,0.0,0.4,0.4,0.4,1.0,1.4,0.3,0.1,0.4,0.3,1.0,2.2,962.913
Sean Lampley,2003,5.6,1.3,2.0,0.0,0.0,0.8,1.2,0.2,0.9,1.1,0.2,0.0,0.1,0.3,0.2,3.4,132.171
Tracy Murray,2002,5.6,0.7,2.3,0.3,1.2,0.2,0.3,0.2,0.6,0.7,0.4,0.2,0.1,0.5,0.7,2.0,5648.377
Victor Alexander,2001,5.6,1.1,3.2,0.0,0.1,0.2,0.5,0.4,1.4,1.9,0.4,0.0,0.1,0.3,0.4,2.5,997.261
Thomas Gardner,2008,5.6,0.7,2.6,0.4,1.5,0.2,0.3,0.0,0.5,0.5,0.2,0.3,0.1,0.2,0.4,2.0,883.469
Kadeem Allen,2017,5.6,0.3,1.2,0.0,0.6,0.4,0.5,0.2,0.4,0.6,0.7,0.2,0.1,0.5,0.8,1.1,85.683
Royal Ivey,2010,5.6,0.7,1.5,0.3,0.7,0.1,0.1,0.1,0.6,0.6,0.3,0.2,0.0,0.2,0.6,1.7,1495.814
Anfernee Simons,2018,5.6,1.1,2.8,0.4,1.2,0.5,0.8,0.1,0.4,0.5,0.5,0.1,0.0,0.4,0.4,3.2,1981.526
Stanley Johnson,2019,5.6,1.0,2.5,0.3,1.0,0.4,0.6,0.3,1.2,1.5,0.9,0.2,0.1,0.6,0.7,2.6,3842.988
Aaron Miles,2005,5.6,0.3,0.9,0.0,0.0,0.2,0.2,0.0,0.7,0.7,1.3,0.2,0.1,0.6,0.7,0.8,217.376
Ignas Brazdeikis,2019,5.6,0.7,2.4,0.1,1.0,0.4,0.6,0.2,0.3,0.6,0.4,0.0,0.1,0.2,0.3,1.9,952.855
Amal McCaskill,1996,5.6,0.6,1.8,0.0,0.1,0.5,0.8,0.2,1.1,1.3,0.4,0.2,0.3,0.6,0.4,1.7,381.449
Olumide Oyedeji,2001,5.6,0.7,1.2,0.0,0.0,0.3,0.6,0.8,1.4,2.2,0.1,0.1,0.1,0.4,1.0,1.6,711.065
Marcus Derrickson,2018,5.6,1.5,3.0,0.9,1.8,0.4,0.5,0.7,0.5,1.2,0.1,0.0,0.1,0.3,0.8,4.2,83.291
James Michael McAdoo,2015,5.6,1.0,1.8,0.0,0.0,0.6,1.1,0.6,0.7,1.3,0.4,0.3,0.2,0.3,0.9,2.5,962.123
Andrew Goudelock,2015,5.6,1.2,2.6,0.1,1.0,0.3,0.4,0.1,0.3,0.4,0.4,0.6,0.2,1.0,0.4,2.8,228.388
John Salley,1999,5.6,0.5,1.3,0.0,0.0,0.4,0.6,0.5,0.9,1.4,0.5,0.1,0.3,0.3,1.3,1.4,833.724
Pops Mensah-Bonsu,2009,5.6,0.6,1.6,0.0,0.0,0.6,1.2,0.8,1.0,1.8,0.2,0.2,0.4,0.5,1.0,2.0,415.932
DeSagana Diop,2001,5.6,0.7,1.6,0.0,0.0,0.1,0.3,0.3,0.7,0.9,0.3,0.1,0.6,0.7,1.1,1.4,2812.328
Fab Melo,2012,5.5,0.5,1.0,0.0,0.0,0.2,0.7,0.0,0.5,0.5,0.0,0.3,0.3,0.2,1.2,1.2,1485.555
Shavlik Randolph,2014,5.5,0.4,1.7,0.0,0.2,0.3,0.6,0.8,1.0,1.8,0.2,0.2,0.1,0.1,0.8,1.1,1399.825
Mike Hall,2006,5.5,0.5,2.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.5,1.0,181.972
Fred Jones,2002,5.5,0.5,1.3,0.1,0.4,0.2,0.2,0.2,0.3,0.5,0.3,0.3,0.1,0.3,0.7,1.2,2065.131
Tony Bobbitt,2004,5.5,1.0,2.5,0.5,1.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.5,2.5,437.41
Lari Ketner,1999,5.5,0.6,1.5,0.0,0.0,0.4,0.5,0.5,1.0,1.5,0.0,0.2,0.1,0.5,0.9,1.5,150.949
Travis Knight,1999,5.5,0.7,1.7,0.0,0.0,0.2,0.4,0.6,1.1,1.7,0.3,0.1,0.3,0.4,1.4,1.6,4577.309
Sundiata Gaines,2009,5.5,1.2,2.4,0.2,0.7,0.6,1.3,0.2,0.6,0.8,1.1,0.3,0.0,0.4,0.5,3.2,339.056
Steven Hunter,2007,5.5,0.7,1.4,0.0,0.0,0.4,1.0,0.5,1.0,1.5,0.0,0.0,0.3,0.3,1.0,1.9,4235.469
Shane Edwards,2013,5.5,0.5,1.5,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.5,1.0,33.55
Justin Harper,2011,5.5,0.6,2.1,0.1,0.9,0.0,0.1,0.2,0.6,0.8,0.1,0.1,0.2,0.4,0.3,1.3,570.065
Eric Moreland,2015,5.5,0.4,0.8,0.0,0.0,0.2,0.5,0.4,1.0,1.4,0.1,0.0,0.5,0.4,0.5,1.0,962.123
Josh Childress,2013,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.5,0.2,0.0,0.2,0.2,0.0,8617.133
Devin Gray,1999,5.5,0.7,1.8,0.0,0.0,0.9,1.4,0.5,0.7,1.2,0.2,0.2,0.1,0.2,1.0,2.3,144.222
Jon Leuer,2012,5.5,0.8,1.6,0.0,0.1,0.2,0.4,0.5,0.8,1.2,0.2,0.2,0.0,0.2,0.7,1.8,902.419
Damon Jones,2008,5.5,0.6,1.9,0.6,1.6,0.0,0.0,0.0,0.3,0.3,0.4,0.2,0.0,0.3,0.2,1.8,5538.078
Sam Jacobson,1998,5.5,1.5,2.5,0.0,0.5,1.0,1.0,0.0,1.5,1.5,0.0,0.0,0.0,0.5,1.0,4.0,931.767
Henry James,1997,5.5,0.9,2.1,0.4,0.9,0.8,0.8,0.1,0.5,0.5,0.2,0.0,0.0,0.4,0.9,2.9,1694.922
Tornike Shengelia,2013,5.5,0.5,1.1,0.0,0.2,0.1,0.3,0.2,0.5,0.6,0.5,0.1,0.0,0.5,0.7,1.1,917.9
Pops Mensah-Bonsu,2006,5.5,0.9,1.4,0.0,0.0,0.6,1.5,0.8,1.0,1.8,0.0,0.1,0.0,0.8,0.7,2.4,552.655
Tamar Slay,2003,5.5,0.8,2.3,0.1,0.5,0.3,0.6,0.4,0.6,1.0,0.5,0.3,0.0,0.4,0.7,2.0,833.692
Jerel McNeal,2014,5.5,0.5,1.8,0.2,0.3,0.3,0.3,0.0,0.5,0.5,0.3,0.5,0.2,0.8,0.8,1.5,68.038
Danny Manning,2002,5.5,0.8,2.1,0.2,0.5,0.3,0.4,0.5,0.8,1.2,0.4,0.5,0.2,0.4,0.9,2.1,1359.235
Mark West,1997,5.5,0.6,1.2,0.0,0.0,0.2,0.5,0.4,0.5,0.8,0.1,0.1,0.2,0.4,1.0,1.4,1101.699
Robert Archibald,2002,5.5,0.5,1.7,0.0,0.0,0.6,1.5,0.5,0.9,1.4,0.2,0.0,0.2,0.6,0.8,1.6,527.772
Soumaila Samake,2002,5.4,0.8,1.8,0.0,0.0,0.2,0.2,0.8,1.0,1.8,0.3,0.0,0.4,0.2,1.0,1.7,188.758
Paul Davis,2006,5.4,0.7,1.7,0.0,0.0,0.2,0.3,0.7,0.7,1.4,0.2,0.2,0.2,0.3,0.9,1.6,552.655
Reggie Slater,2001,5.4,0.9,1.9,0.0,0.0,0.9,1.2,0.6,0.5,1.1,0.1,0.1,0.1,0.1,0.4,2.6,986.059
Stanislav Medvedenko,2006,5.4,0.9,2.1,0.1,0.1,1.2,1.4,0.3,0.7,1.0,0.1,0.0,0.1,0.4,1.1,3.0,837.091
Devin Ebanks,2010,5.4,1.0,2.6,0.1,0.2,0.9,1.2,0.8,0.6,1.4,0.1,0.2,0.2,0.3,0.4,3.1,590.353
Jordan Mickey,2016,5.4,0.6,1.4,0.0,0.0,0.3,0.5,0.5,1.0,1.4,0.3,0.1,0.3,0.4,0.6,1.6,1379.405
Jeremy Evans,2012,5.4,0.7,1.2,0.0,0.0,0.6,0.9,0.7,0.9,1.6,0.3,0.2,0.4,0.2,0.8,2.0,2125.233
Anthony Goldwire,2002,5.4,0.6,1.7,0.2,0.6,0.3,0.5,0.0,0.4,0.4,0.3,0.2,0.0,0.4,0.4,1.7,211.323
Arinze Onuaku,2013,5.4,0.2,1.0,0.0,0.0,0.2,0.4,0.4,1.2,1.6,0.6,0.0,0.0,0.2,0.6,0.6,124.24
Dale Davis,2005,5.4,0.2,0.8,0.0,0.0,0.3,0.5,0.6,1.1,1.7,0.2,0.0,0.2,0.2,0.9,0.8,4889.131
Tyler Honeycutt,2011,5.4,0.5,1.6,0.1,0.2,0.2,0.3,0.2,0.7,0.9,0.5,0.3,0.2,0.1,0.2,1.3,932.848
Andray Blatche,2005,5.4,0.9,2.3,0.1,0.4,0.3,0.4,0.4,0.9,1.3,0.3,0.2,0.2,0.4,1.2,2.2,557.028
Cherokee Parks,2001,5.4,0.7,2.1,0.0,0.0,0.1,0.2,0.6,0.9,1.5,0.2,0.1,0.2,0.3,0.9,1.5,1092.66
Guerschon Yabusele,2018,5.4,0.8,1.8,0.2,0.6,0.4,0.6,0.5,0.7,1.2,0.4,0.2,0.2,0.4,0.8,2.3,2876.221
JaMychal Green,2014,5.4,0.9,1.7,0.0,0.2,0.3,0.4,0.7,1.0,1.7,0.1,0.2,0.2,0.5,0.9,2.2,278.956
Eddy Curry,2011,5.4,0.9,1.9,0.0,0.0,0.4,0.6,0.3,0.6,0.9,0.1,0.0,0.1,0.7,1.2,2.1,1479.623
Chimezie Metu,2019,5.4,1.3,2.3,0.0,0.1,0.6,0.7,0.7,1.2,1.8,0.6,0.2,0.3,0.6,0.4,3.2,1502.883
Mark Bryant,2002,5.4,0.3,1.1,0.0,0.0,0.2,0.2,0.5,0.7,1.2,0.2,0.1,0.1,0.4,1.1,0.8,1555.569
Yinka Dare,1997,5.3,0.4,1.8,0.0,0.0,0.4,0.8,1.0,0.7,1.7,0.1,0.0,0.2,0.2,0.9,1.2,2631.366
Eric Williams,2006,5.3,0.9,2.2,0.4,0.9,0.4,0.7,0.1,0.7,0.8,0.3,0.1,0.0,0.3,0.6,2.6,5752.617
Vincent Poirier,2019,5.3,0.7,1.6,0.0,0.1,0.3,0.3,0.6,1.3,1.9,0.4,0.1,0.4,0.3,1.1,1.8,2657.944
Shayne Whittington,2015,5.3,0.7,1.6,0.0,0.3,0.1,0.3,0.7,1.0,1.7,0.4,0.1,0.1,0.7,1.0,1.6,962.123
Yuta Watanabe,2019,5.3,0.8,1.9,0.2,0.4,0.2,0.4,0.4,0.7,1.1,0.3,0.3,0.1,0.1,0.5,2.0,84.399
Chris Mihm,2008,5.3,0.8,2.2,0.0,0.0,0.3,0.4,0.8,1.1,1.9,0.6,0.1,0.3,0.6,1.3,2.0,3104.174
Cameron Bairstow,2015,5.3,0.7,2.2,0.1,0.3,0.4,0.4,0.2,1.3,1.6,0.3,0.1,0.2,0.2,1.1,1.9,962.123
James Augustine,2007,5.3,0.7,1.3,0.0,0.0,0.2,0.3,0.6,0.6,1.2,0.1,0.2,0.1,0.2,0.7,1.6,896.459
Joakim Noah,2017,5.3,0.7,1.4,0.0,0.0,0.3,0.6,0.9,1.1,2.0,0.6,0.3,0.3,0.6,0.7,1.7,19704.351
Felton Spencer,1999,5.3,0.6,1.3,0.0,0.0,0.8,1.2,0.6,0.9,1.5,0.1,0.2,0.3,0.3,1.2,1.9,833.724
Cedric Henderson,2001,5.3,1.2,2.6,0.2,0.3,0.3,0.6,0.1,0.2,0.2,0.3,0.5,0.2,0.7,0.3,3.0,4579.146
Wade Baldwin,2018,5.3,0.6,2.1,0.1,0.6,0.5,0.7,0.1,0.8,0.9,0.8,0.1,0.1,0.9,0.7,1.9,1665.775
Michael Redd,2000,5.3,0.8,3.2,0.0,0.5,0.5,1.0,0.5,0.2,0.7,0.2,0.2,0.0,0.2,0.3,2.2,499.531
Juwan Howard,2011,5.3,0.5,1.7,0.0,0.0,0.3,0.4,0.5,0.8,1.3,0.3,0.1,0.0,0.5,0.5,1.3,1627.586
Adam Harrington,2002,5.3,0.6,1.9,0.3,0.7,0.2,0.2,0.1,0.4,0.4,0.6,0.1,0.1,0.1,0.4,1.6,212.397
Vernon Macklin,2011,5.3,0.8,1.5,0.0,0.0,0.3,0.6,0.6,0.9,1.5,0.2,0.2,0.2,0.1,0.4,2.0,570.065
Stephen Graham,2007,5.3,1.5,2.6,0.3,0.6,0.5,0.7,0.2,0.8,1.0,0.4,0.2,0.0,0.5,0.6,4.0,1004.893
Bobby Brown,2017,5.3,1.0,2.9,0.6,2.0,0.0,0.1,0.0,0.4,0.4,0.6,0.2,0.0,0.4,0.3,2.5,1365.939
Julyan Stone,2013,5.3,0.3,0.8,0.1,0.4,0.1,0.1,0.1,0.9,1.0,0.6,0.1,0.0,0.2,0.6,0.9,1028.928
Dean Wade,2019,5.3,0.8,1.1,0.2,0.3,0.0,0.1,0.2,1.3,1.6,0.2,0.2,0.3,0.2,0.7,1.7,397.769
Hamed Haddadi,2011,5.3,0.7,1.3,0.0,0.0,0.5,0.7,0.8,1.2,2.1,0.2,0.0,0.7,0.6,1.2,1.9,1564.777
Jelani McCoy,2007,5.3,0.2,0.2,0.0,0.0,0.2,0.3,0.2,1.0,1.2,0.0,0.0,0.8,0.7,1.2,0.5,197.023
Keith Closs,1998,5.3,0.8,1.5,0.0,0.1,0.5,0.7,0.3,1.3,1.7,0.0,0.2,0.6,0.4,0.9,2.1,2400.259
James Michael McAdoo,2017,5.3,0.7,2.3,0.7,2.3,0.7,0.7,0.0,0.7,0.7,0.0,0.0,0.3,0.3,0.3,2.7,85.683
Sean Marks,2006,5.3,0.7,2.0,0.0,0.3,0.7,0.7,0.0,1.0,1.0,0.0,0.0,0.3,0.0,1.3,2.0,1248.027
Ben Wallace,1996,5.3,0.5,1.4,0.0,0.0,0.2,0.6,0.7,1.0,1.7,0.1,0.2,0.3,0.5,0.8,1.1,429.13
Amile Jefferson,2018,5.2,0.8,1.3,0.0,0.0,0.6,0.7,0.5,1.2,1.8,0.2,0.2,0.2,0.1,0.7,2.2,83.291
Amal McCaskill,2001,5.2,0.7,1.8,0.0,0.0,0.4,1.0,0.6,0.7,1.3,0.1,0.2,0.3,0.5,0.9,1.9,711.065
Dan Langhi,2003,5.2,0.8,2.3,0.2,0.3,0.3,0.3,0.0,0.7,0.7,0.0,0.0,0.0,0.3,1.2,2.2,893.011
Troy Bell,2003,5.2,0.7,3.0,0.0,0.7,0.5,0.5,0.5,0.2,0.7,0.7,0.2,0.0,1.0,1.0,1.8,1901.191
Zach Randolph,2001,5.2,1.1,2.5,0.0,0.0,0.4,0.6,0.7,0.9,1.6,0.3,0.2,0.1,0.4,0.7,2.7,1555.81
Darrin Hancock,1996,5.2,0.6,1.3,0.0,0.0,0.3,0.6,0.2,0.6,0.8,0.4,0.3,0.1,0.4,0.7,1.5,429.13
Aaron Brooks,2017,5.2,0.9,2.1,0.3,0.9,0.2,0.4,0.2,0.3,0.5,0.6,0.2,0.0,0.3,0.8,2.3,2348.056
Felton Spencer,2000,5.2,0.6,1.0,0.0,0.0,0.8,1.2,0.8,1.0,1.8,0.1,0.1,0.1,0.6,1.3,2.0,1575.962
Luke Babbitt,2010,5.2,0.6,2.3,0.1,0.7,0.1,0.4,0.2,1.0,1.2,0.2,0.1,0.1,0.3,0.6,1.5,2051.06
Malcolm Miller,2019,5.2,0.4,1.1,0.3,0.8,0.1,0.3,0.1,0.5,0.6,0.4,0.2,0.1,0.1,0.7,1.3,1684.668
Michael Stewart,2003,5.2,0.2,0.5,0.0,0.0,0.1,0.2,0.3,0.8,1.1,0.0,0.1,0.4,0.1,1.4,0.5,6626.01
Joel Anthony,2013,5.2,0.4,1.0,0.0,0.0,0.1,0.2,0.5,0.7,1.2,0.1,0.1,0.4,0.1,0.5,0.8,4421.529
Joel Przybilla,2012,5.2,0.1,0.3,0.0,0.0,0.0,0.2,0.4,1.3,1.8,0.3,0.1,0.2,0.3,0.8,0.2,1600.947
Morris Peterson,2010,5.2,0.5,1.2,0.0,0.2,0.0,0.0,0.0,0.8,0.8,0.2,0.0,0.0,0.0,1.2,1.0,8308.002
Marcus Paige,2017,5.2,0.8,2.8,0.4,1.6,0.4,0.4,0.0,0.8,0.8,0.6,0.0,0.0,0.0,0.0,2.4,85.683
Jarell Eddie,2015,5.2,0.8,2.5,0.6,1.8,0.3,0.3,0.1,0.8,0.9,0.2,0.2,0.0,0.0,0.2,2.4,397.382
Jamal Sampson,2006,5.2,0.4,0.6,0.0,0.0,0.3,0.6,0.7,1.5,2.2,0.2,0.1,0.3,0.5,0.8,1.1,1032.861
Brian Cook,2008,5.2,0.9,2.5,0.4,1.1,0.1,0.2,0.3,0.9,1.2,0.2,0.1,0.1,0.5,0.8,2.3,4345.844
Stephen Zimmerman,2016,5.2,0.5,1.6,0.0,0.0,0.2,0.3,0.6,1.3,1.8,0.2,0.1,0.3,0.2,0.9,1.2,1070.92
Jeff Ayres,2015,5.2,0.7,1.3,0.0,0.1,0.4,0.4,0.2,0.9,1.2,0.3,0.0,0.2,0.3,0.9,1.7,286.783
Damir Markota,2006,5.2,0.6,1.7,0.2,0.5,0.2,0.4,0.4,0.7,1.0,0.2,0.1,0.0,0.5,0.7,1.7,552.655
Reggie Slater,2002,5.1,1.0,1.9,0.0,0.0,1.0,1.7,0.7,0.5,1.2,0.2,0.2,0.0,0.3,1.2,3.1,486.192
Mengke Bateer,2003,5.1,0.6,1.0,0.0,0.0,0.0,0.0,0.7,0.4,1.1,0.1,0.1,0.0,0.3,1.4,1.1,941.661
Brandon Armstrong,2001,5.1,0.8,2.4,0.1,0.5,0.1,0.3,0.3,0.2,0.5,0.2,0.2,0.0,0.2,0.7,1.8,1321.541
Steve Novak,2014,5.1,0.6,1.6,0.5,1.4,0.0,0.1,0.1,0.6,0.6,0.3,0.0,0.1,0.1,0.7,1.8,3928.162
Travis Knight,2000,5.1,0.2,1.2,0.0,0.0,0.2,0.4,0.4,0.7,1.2,0.1,0.1,0.2,0.2,1.0,0.6,5043.081
Chris Boucher,2018,5.1,1.2,2.7,0.4,1.3,0.4,0.5,0.5,1.4,1.9,0.1,0.2,0.8,0.2,1.0,3.3,493.19
Tim Young,1999,5.1,0.5,1.6,0.0,0.0,1.1,1.4,0.5,0.9,1.4,0.2,0.1,0.0,0.4,0.7,2.2,493.491
Tim Kempton,1997,5.1,0.2,1.1,0.0,0.0,0.0,0.0,0.5,0.2,0.8,0.4,0.1,0.2,0.5,1.2,0.5,461.442
William Cunningham,1997,5.1,0.6,1.3,0.0,0.0,0.0,0.0,0.6,0.9,1.4,0.1,0.3,0.0,0.0,1.4,1.1,84.746
Danny Green,2009,5.1,0.8,2.0,0.3,1.1,0.2,0.3,0.4,0.4,0.8,0.2,0.3,0.2,0.2,0.4,2.0,576.397
Francisco Elson,2009,5.1,0.4,1.2,0.0,0.0,0.2,0.4,0.5,0.7,1.2,0.2,0.1,0.0,0.1,0.6,1.0,2141.391
Mike Wilks,2004,5.1,0.7,1.6,0.1,0.3,0.2,0.3,0.1,0.4,0.5,0.7,0.3,0.0,0.3,0.5,1.7,2062.556
Tyshawn Taylor,2012,5.1,0.8,2.2,0.2,0.3,0.4,0.7,0.0,0.4,0.4,0.5,0.3,0.0,0.6,0.6,2.1,560.734
Isaac Bonga,2018,5.1,0.2,1.5,0.0,0.4,0.4,0.7,0.4,0.7,1.1,0.7,0.4,0.2,0.3,0.4,0.9,1078.205
Mark West,1999,5.1,0.2,0.5,0.0,0.0,0.2,0.4,0.3,1.1,1.4,0.1,0.1,0.2,0.3,1.0,0.7,833.724
Duane Ferrell,1998,5.1,0.1,1.8,0.0,0.0,0.4,0.5,0.6,0.1,0.8,0.0,0.1,0.1,0.1,0.5,0.6,2383.59
Shayne Whittington,2014,5.0,1.0,2.1,0.0,0.3,0.9,1.2,0.5,1.0,1.4,0.3,0.2,0.1,0.2,0.9,2.8,578.331
